book,sentence_path,section,composition,similarity,normalized_similarity,text,n_words
4Q422,4Q422:3:10-fP:3,,Para_Gen-Exod,0.92791545,0.8356869,אוכלם ויבא ארבה לכסות עין הארצ חסל כבד בכול גבולם לאכול כול ירוק בארצם ל ם ויחזק אל את לב פרעוה לבלתי שלחם ולמען הרבות מופתים ויך בכורם רשית לכול אונם ל הא ל ל ת תתנסו ומה היות ש את דרכו עונ ינות רבה ידניב אי ית י א יללו ו יות את יצהלו ניו כבית ור ל ומילל וכח מו את יאמר את צדקתו ה יה יועצ בניו ידם בזעת אפו ם מופתים יצרו מים יס ,79
4Q223_224,4Q223_224:f2ii:13-f2ii:21,non_sectarian_texts,Book_of_Jubilees,0.92777145,0.83514607,יעקוב בני התמים והיקר אבל אנכי אהב את העושה רצוננו אחותי בשלום ותשלח רבקה ותקרא את עישאו ויבוא אליה ותאמר לו בקשה לי בני לבקש ממכה אמור כי תעשה אותה בני ויאומר אעשה את אשר תואמרי לי ולוא אמאן את בקשתך ותאמר לו אנכי מבקשת ממכה ביום מותי כי תביאני ותקברני אצל שרה אם אביכה וכי אתה ויעקוב אוהבין זה את זה ולוא יבקש רעה איש לרעהו כי אם לאהוב ותצליחו בני ותכבדו בתוך הארץ ולוא ישמחו עליכם אויביכם ותהיו לברכה ולרחמים לפני עיני כול האוהב ויאמר אנכי אעשה את הכול אשר תאמרי לי ואקברך ביום מותך אצל שרה אם אבי כאשר אהבת כי יהיו עצמותיה קרובות לעצמותיך ואת ,110
1QHa,1QHa:fA5:1-fC8:4,sectarian_texts,Hodayot,0.9276185,0.83457154, קדושיכה ובפקוד ל כה בני א קדושים יברכו שמכה ב בינה בלב כבודך ולספר גבורותיך לספר כול אלה ואדעה כי ב בש ל ל ל גדול רחמיכה הודעתה אלה תעות מרמה מענה של יאירו כשמש מעון הקודש אב להב ולהבין עד קצ משפטכה לרוות ב להבין בתשובת מעמדי בלוא תו עד קצ תשובה ירים למ לקצ מ של ע מ ע כיא מאור ולטהר נמהרי ברצונכה תפתח לוחות מע י תה בלוא ,74
11Q19,11Q19:27:4-28:0,unknown,Temple Scroll,0.9274352,0.83388317,על מזבח העולה ונרצתה העולה לבני ישראל חוקות עולם לדורותיהמה פעם אחת בשנה יהיה היום הזה להמה לזכרון ולוא יעשו בו כול מלאכה כי שבת שבתון יהיה להמה וכול האיש אשר יעשה בו מלאכה או אשר לוא יתענו בו ונכרתו מתוך עממה שבת שבתון מקרא קודש יהיה לכמה היום הזה וקדשתמה אותו לזכרון בכול מושבותיכמה ולוא תעשו כול מלאכה ובחמשה עשר יום לחודש הזה מקרא קודש יהיה לכמה כול מלאכת עבודה לוא תעשו והקרבתמה אשי ריח ניחוח ליהוה וחגותמה חג ליהוה שבעת ימים והקרבתם ביום הראישון פרים בני בקר שלושה עשר אלים שנים כבשים בני שנה ארבעה עשר תמימים יהיו ושעיר עזים אחד לחטאת ומנחתם סולת בלולה בשמן שלושה עשרונים בחצי ההין ונסך יין חצי ההין לפר האחד לשלושה עשר הפרים ומנחת סולת בלולה בשמן שני עשרונים בשלישית ההין ונסך שלישית ההין יין לאיל האחד לשני האלים ועשרון עשרון מנחה סולת בלולה ברביעית ההין ונסך רביעית ההין יין לכבש האחד ככה יעשו לארבעה עשר ,155
1Q22,1Q22:f1i:8-f1ii:3,unknown,Divrei Moshe,0.9273797,0.8336747,ומוקש ויעברו כול מקרא קודש ושבת הברית ומועדים את אשר אנוכי מצוך היום לעשות אותם להכות אותם מכה רבה בקרב הארץ אשר המה עוברים את הירדן שמה לרשתה והיה אשר יבואו עליהם כול הקללות והשיגום עד אובדם ועד השמדם וידעו כי אמת נעשתה עמהם ויקרא מושה לאלעזר בן אהרון ולישוע בן נון ויאמר אליהם דברו כול דברי התורה עד לכלות אותם הסכת ישראל ושמע היום הזה תהיה לעם לאלוהי אלוהיך ושמרתה חוקי ועדוותי ומצוותי אשר אנוכי מצוך היום אשר תעשה אותם כאשר אתה עובר את הירדן לתת לכה ערים גדולות וטובות ובתים מלאים כול טוב כרמים וזיתים אשר לוא נטעתה ובורות חצובים אשר לוא ,105
4Q512,4Q512:f48_50:2-f64:6,sectarian_texts,purity ritual,0.9273295,0.83348596,וענה ואמר ברוך אתה אל ישראל אשר עם קודש ומי הע ות ואחר בוא השמש היום ח כאשר לקחתנו לכה לעם ה א ב הר א ק ק כ א יצדק עם ל הטמא כבודכה משפ יכבס בגדיו במים יברך וענה ואמר ברוך אתה אל ישראל הטהורים והקדושים אתה קדשתה לכה כול משפחות הכלמ תש יומם לב רחצתני במי אל המקדש וירד ל ל ר י חסד ו שים א ד טמא להיות ה ה ונ לנו ביום ההואה אתה אל ישראל ה וחוקי קודשכה ,86
11Q19,11Q19:43:9-44:4,unknown,Temple Scroll,0.9272506,0.8331898,התירוש והיצהר מיום מועדו עד השנה השנית למועד יום הקרב שמן חדש עלהמזבח וכול אשר נותר ממועדיהמה יקדש באש ישרף לוא יאכל עוד כי קדש והיושבים במרחק מן המקדש דרך שלושת ימים כול אשר יוכלו להביא יביאו ואם לוא יוכלו לשאתו ימכרוהו בכסף והביאו את הכסף ולקחו בו דגן ויין ושמן ובקר וצאון ואכלוהו בימי המועדים ולוא יואכלו ממנו בימי המעשה לאונמה כי קודש הוא ובימי הקודש יאכל ולוא יאכל בימי המעשה יושבים אשר בתוך העיר למזרח וחלקתה את הנשכות וחדריהמה משער שמעון עד שער יהודה יהיו לכוהנים ,89
CD,CD:7:10-7:18,sectarian_texts,CD,0.9272045,0.8330165,עליהם בבוא הדבר אשר כתוב בדברי ישעיה בן אמוץ הנביא אשר אמר יבוא עליך ועל עמך ועל בית אביך ימים אשר לא באו מיום סור אפרים מעל יהודה בהפרד שני בתי ישראל שר אפרים מעל יהודה וכל הנסוגים הוסגרו לחרב והמחזיקים נמלטו לארץ צפון כאשר אמר והגליתי את סכות מלככם ואת כיון צלמיכם מאהלי דמשק ספרי התורה הם סוכת המלך כאשר אמר והקימותי את סוכת דוד הנופלת המלך הוא נשיא הקהל וכיניי הצלמים וכיון הצלמים הם ספרי הנביאים אשר בזה ישראל את דבריהם והכוכב הוא דורש התורה ,88
4Q422,4Q422:2:5-f8:4,,Para_Gen-Exod,0.9270886,0.8325813,התבה ויסגור אל בעדם ועליו יתן ל אשר בחר בה אל ארובות השמים נפתחו ח וגשם הריקו על הארצ תחת כול השמים לעלות מים על הארצ ארבעים יום וארבעים לילה היה הגשם על הארצ המים גברו על הארצ ור חוט ולמען דעת כבוד עליון את את הקשת הגיש לפניו ויאר על השמים והיתה אות בין אל לבין הארצ ואדם על הארצ מחר אות לדורות עולם לחדא ולוא עוד היות מבול לשחת הארצ מועדי יום ולילה מאורות להאיר על שמים וארצ הארצ ומלואה הכול נתן לאדם ה דלו את ה אל התבה ומות נכרת ו ח ,96
CD,CD:10:16-11:2,sectarian_texts,CD,0.92670053,0.8311236,רחוק מן השער מלואו כי הוא אשר אמר שמור את יום השבת לקדשו וביום השבת אל ידבר איש דבר נבל ורק אל ישה ברעהו כל אל ישפוט על הון ובצע אל ידבר בדברי המלאכה והעבודה לעשות למשכים אל יתהלך איש בשדה לעשות את עבודת חפצו השבת אל יתהלך חוץ לעירו א על אלף באמה אל יאכל איש ביום השבת כי אם המוכן ומן האובד בשדה ואל יאכל ואל ישתה כי אם היה במחנה בדרך וירד לרחוץ ישתה על עומדו ואל ישאב אל כל כלי אל ישלח את בן הנכר לעשות את חפצו ביום השבת ,95
4Q418,4Q418:f86:3-f94:1,sectarian_texts,Instruction,0.9262816,0.82954997, שמים ול ם כסאכה ל ם מרמה ו חוב לחמכה דכה בו ולו לה מבית ת מחסור ערוב זר ב נגעכה ומכת ושאול תשאל אף בכול דרכ באמת הלכ כיל ובמשקל משלוח ידכה אתה לוא תמוך ואם לריב א ל תכין לכול חפציכה בחייכה ושלומכה לרוב שני השמר לכה למה תערב רמ עול תשפוט ובכוח ידיכה ת יקופוץ ידו ממחסורכה וכש לכף רגליכה כיא אל דורש בין בידכה לחיות ונאספתה ביגונ ובאמת תמלא נחלתכה והיית ה מש ובידך בכול משלוח ידכה ב אלה ש ל אנה בחייכה ה על כול ע ה ל לוא ר ש ת ,99
11Q19,11Q19:60:5-60:14,unknown,Temple Scroll,0.926195,0.8292249,א שר יצודו וכול אשר יחרימו ומכס השלל והבז וללויים מעשר הדגן והתירוש והיצהר אשר הקדישו לי לראישונה והשכם מאת זובחי הזבח והמכס מן השלל ומן הבז ומן הציד לעוף ולחיה ולדגים אחד מן המאה ומבני היונה ומעשר מן הדבש אחד מן החמשים ולכוהנים אחד מן המאה מן בני היונה כי במה בחרתי מןכול שבטיכה לעמוד לפני ולשרת ולברך בשמי הוא וכול בניו כול הימים וכי יבוא הלוי מאחד שעריכה מכול ישראל אשר הוא גר שמה בכול אות נפשו אל המקום אשר אבחר לשכן שמי ככול אחיו הלויים ישרת העומדים שמה לפני חלק כחלק ,95
4Q391,4Q391:f55:4-f65:11,unknown,Pseudo_Ezekiel,0.92614007,0.8290185, נפשות בניכמ ו אובדות ו וישאלוני דברים א ידבר א שבי ל אותמ עול ל וע בית ישראל מ עולה מרוחותיכם ולוא שלומה יייי ממני ל הדור לו ום א א לו שביעי ח ח את בדם ו ת ירושלם שלמות כבוד ופ קרא בשמך לי כאשר כתוב כאשר ד ולבשו מושלי חנמ היו חרו כי ביומ ב אל ה נהר כבר ואראה אדעה כי יייי שלושה עשר אמה וגבוה חמש שות והמשפש חמשית ביום אחת ל ב האחד ל ,82
11Q20,11Q20:5:2-5:11,unknown,Temple Scroll,0.92607343,0.8287682,התנופה האזרועות והלחיים והקבאות למנות לחוק עולם מאת בני ישראל ואת השכם הנשאר מן האזרוע לחוק עולם להמה ולזרעמה שרי האלפים מן האילים ומן הכבשים איל אחד כבש אחד לאהרון ולבנו ולבני לוי איל אחד כבש אחד ולכול המטה איל אחד כבש אחד לכול המטות שנים עשר שבטי ישראל ואכלום בחצר החיצונה לפני יהוה הכוהנים ישתו שמה ריאשונים והלויים ישראל נשיאי הדגלים ברישונה שם ואחריהמה כול העם מגדול ועד קטן יחלו לשתות יין חדש ולאכול ענבים ובוסר מן הגפנים ביום הזה יכפרו על התירוש וישמחו ,86
4Q491,4Q491:f21:2-f37:2,sectarian_texts,4QM,0.92606586,0.82873976, המלחמהוהכוהנים ם ביו לקול ובעומדם יריעו בכול קצים נ מעפר ונופלים מי סליחות גלה המ חרב ממשלת כול האלים ובתהלה יחד עם בני אלים ל ל ממשלתמה ישראל מאל ה ף ביד רשע רוחי גורלו עולמי עולמים על עומדם ים בכ ידו ל בו מ ת ר המ עז וא לה שמ יעמ ל ש ה ל לוא ד אמר ר והיתה צרה לל מ ו ,68
4Q397,4Q397:f5:5-f6_13:6,,4QMMT,0.9258137,0.8277925, שמקצת העם להזהר מכול תערובת הגבר אנחנו אומרים שהם שאין בהם טהרה ואף המוצקות אינם מבדילות בין הטמא לטהור כי לחת המוצקות והמקבל מהמה כהם לחה אחת ואין להבי למחני הקודש כלבים שהם אוכלים מקצת עצמות המקדש והבשר עליהם כי ירושלים היאה מחנה הקודש והיאה המקום שבחר בו מכול שבטי ישראל כי ירושלים ראש מחנות ישראל היאה ואפ על מטעת עצי המאכל הנטע בארץ ישראל כראשית הוא לכוהנים ומעשר הבקר והצון לכוהנים הוא ואף על הצרועים אנחנו אומרים שלוא יבואו עם טהרת הקודש כי בדד יהיו ,88
4Q405,4Q405:f8_9:6-f13:3,unknown,Shir Shabat,0.9257249,0.82745916,כוהונות פלא למלכ מקדשי ל כוהנות רנה מ ש קודש קדשים ש ולשון הראישון תגבר שבעה בלשון משנה לו ולשון משניו תגבר משלישי לו ולשון שלישי תגבר שבעה מרביעי לו ולשון הרביעי תגבר שבעה בלשון החמישי לו ולשון החמישי תגבר שבעה בלשון הששי לו ולשון הששי תגבר שבעה בלשון השביעי לו ובלשון השביעי תגבר וש מקדש ל ל ל יר בלשון הפלא וגדל תהלת ת פלא וברך לכול אילי קרובי דעת אמתו בשבעה דברי טוב לרחמי כבודו החמישי בנשיאי משני פלא יברך בשם נפלאותו לכול ידועי רזי טוהר בשבעה דברי רום טוהר וברך לכול נמהרי ,96
4Q512,4Q512:f26:4-f18:3,sectarian_texts,purity ritual,0.9256947,0.82734567, לל ובמילאת לו בשרו וכ ועמד על עומדו התח ל אני עבדכה מודה לשוני י לפניכה א חטאתי ה להראות ין עוון אשמה במימי ורחץ לו בשלושת את כול ק למלא ב ל הטוהר עוון וברך שם את אל ישראל טהרתי רת ואחר ל ורחץ שכים נקבה ברצונו אמת צדק ואחר טהורים זוב טמאתו ול ל ובמילאת לו שבעת ימי טהרתו וכבס את בגדיו במים ורחץ את בשרו וכסה את בגדיו וברך על ברכיו אל ישראל יברך את אל מועדי שלום ה לכה ם בגדיו ועטה בשמחה ,89
CD,CD:9:11-9:20,sectarian_texts,CD,0.9255444,0.82678103,ולא נודע מי גנבו ממאד המחנה אשר גנב בו ישביע בעליו בשבועת האלה והשומע אם יודע הוא ולא יגיד ואשם כל אשם מושב אשר אין בעלים והתורה והתודה המישב לכהן והיה לו לבד מאיל האשם וכל וכן כל אבדה נמצאת ואין לה בעלים והיתה לכהנים כי לא ידע מוצאיה את משפטה אם לא נמצא לה בעלים הם ישמרו כל דבר אשר ימעל איש בתורה וראה רעיהו והוא אחד אם דבר מות הוא וידיעהו לעיניו בהוכיח למבקר והמבקר יכתבהו בידו עד עשותו עוד לפני אחד ושב והודיע למבקר אם ישוב וניתפש לפני אחד שלם משפטו ואם שנים הם והם מעידים על ,101
11Q19,11Q19:52:19-53:6,unknown,Temple Scroll,0.9251909,0.82545346, לוא תואכל בשר שור ושה ועז בתוך עירי אשר אנוכי מקדש לשום שמי בתוכה אשר לוא יבוא לתוך מקדשי וזבחו שמה וזרקו את דמו על יסוד מזבח העולה ואת חלבו יקטירו כי ארחיב את גבולכה כאשר דברתי לכה וכי ירחק ממכה המקום אשר בחרתי לשום שמי שמה ואמרתה אוכלה בשר כי אותה נפשכה לאכול בשר בכול אות נפשכה תואכל בשר וזבחתה מצואנכה ומבקריכה כברכתי אשר אתן לכה ואכלתה בשעריכה והטהור והטמא בכה יחדיו כצבי וכאיל רק חזק לבלתי אכול הדם על הארץ תשופכנו כמים וכסיתו בעפר כי הדם הוא הנפש ולוא תואכל את הנפש עם הבשר למען ,99
4Q418,4Q418:f177:5-f188:4,sectarian_texts,Instruction,0.92484576,0.82415694, אתה רש ונדיבים י הלכו כול צדיקי אתה דע רזיו כ ה השמר מאוד אוטכה ם בביתכה תעזור תמצא בית מכונים כסה חרפתכה ה קו בתו ם צוה רז נהיה אשר ל ל ב אשר כש ת כול חי להון א וצאן ב בהתהלככה לוא שמה ו ואתה לוא במעשי וב כה תעזוב שכבת זרע ל דבר ביד משה ו אשר גלה אזנכה ברז נהיה ביום שה לכה ופן תאוכל ושבעתה ו הלשכון ליורדי הנחלה לכבשים תנחל כבוד אתה שתה טהור ם ם וחשב המ ק מות הוד בבואכה למנוחתו ם הש ,94
11Q19,11Q19:47:17-48:7,unknown,Temple Scroll,0.92473125,0.8237269,עריכמה וכול טהרת המקדש בעורות המקדש תביאו ולוא תטמאו את מקדשי ועירי בעורות פגוליכמה אשר אנוכי שוכן בתוכה השלך והחסידה והאנפה למינה והדוכיפת והעטלף כול שרץ העוף ההולך על ארבע שקץ הוא לכם את אלה משרץ העוף תוכלו הארבה למינו והסלעם למינו והחורגול למינו והחגב למינו אלה משרץ העוף תואכלו ההולכים על ארבע אשר יש לו כרעים מעל רגליו לנתור בהמה על הארץ ולעוף בכנפיו כול נבלה בעוף ובבהמה לוא תואכלו כי מכור לנוכרי וכול תועבה לוא תואכלו כי עם קדוש אתה ליהוה אלוהיכה בנים אתמה ,87
11Q19,11Q19:54:19-55:3,unknown,Temple Scroll,0.92472214,0.8236926,ואם ישיתכה אחיכה בן אביכה או בן אמכה או בנכה או בתכה או אשת חיקכה או ריעיכה אשר כנפשכה בסתר לאמור נלכה ונעבודה אלוהים אחרים אשר לוא ידעתמה אתה ואבותיכה מאלוהי העמים אשר סביבותיכמה הקרובים אליכה או הרחוקים ממכה מקצי הארץ ועד קצה הארץ לוא תואבה לו ולוא תשמע אליו ולוא תחוס עינכה עליו ולוא תחמול עליו כי הרוג תהרגנו ידכה תהיה בו בריאשונה להמיתו ויד כול העם באחרונה וסקלתו באבנים ומת כי בקש להדיחכה מעל יהוה אלוהיכה המוציאכה מארץ מצרים מבית עבדים וכול ישראל ישמעו ויראון ולוא יוסיפו לעשות כדבר הרע הזה בקרבכה אם תשמע באחת עריכה אשר אנוכי נותן לכה לשבת שם לאמור יצאו אנשים בני בליעל מקרבכה וידיחו את כול יושבי ,115
4Q382,4Q382:f32:1-f46:5,unknown,para.Kings,0.9245324,0.82298005, ם על יה צח כול ת לכול ל שלמה רים יהודה וישראל וישראל בחנתני כי י שלם פיכה ולעשות הדבר צדק ולוא ע ה כי ישר צ כי עזב שילו לם ולהביא וחגר כ צדקה איש ל י יה מרפא ריהם תחדש בן אדם וקם א אל אליה דה בי י ו אלוהים עם בטח לבית ישראל עטרת תפארת בישראל כי י ירכתי ניות ה ת לוא ק מנוחת ת יפ לוא יש ה א פשע משיב רוחו כי מעמדה דברי תפלה נתח יחזקיה מלך יהודה ,88
4Q223_224,4Q223_224:f2iii:4-f2iii:11,non_sectarian_texts,Book_of_Jubilees,0.9244803,0.82278436,ויאומר את החלק הגדול הזה אגדיל לאיש הבכור ויאומר עישאו מכרתי הכול ליעקוב ואתן את בכורתי ליעקוב תנתן לו ולוא אדבר דבר עליה כי לו היתה ויאומר יצחק תנוח עליכם בני ברכה ועל זרעכם ביום הזה כי הנחתם אותי ולוא נעצב לבי על הבכורה כי לוא תעשה עליה את הרעה יברך אל עליון את האיש עושה האמת אותו ואת זרעו עד עולם ויכל לצוותם ולברכם ויאכלו וישתו לפניו כאחד וישמח כי שוה ביניהמה ויצאו מן אצלו וינוחו וישנו ביום ההוא וישן יצחק במטתו ביום הזה שמח וישן שנת עולמים וימות בן מאה שנה ושמונים שנה וכלה חמשה ועשרים שבועי שנים וחמש שנים ,103
4Q216,4Q216:5:3-5:11,non_sectarian_texts,Book_of_Jubilees,0.9244747,0.8227633,ויקדש אתו לכל עולמים ויתן אתו לאות לכל מעשו כי ביום הראשון ברא את השמים העליונים ואת הארץ ואת המים ואת כל הרוחות המשרתים לפניו מלאכי הפנים ומלאכי הקודש ומלאכי רוחות האש ומלאכי הרוחות הנושבים ומלאכי רוחות העננים לערפל ולאלגביש ולכפור ולטל ולשלג ולברד ולקרח ומלאכי הקולות ולמלאכי הרוחות הסערים ומלאכי הרוחות לקר ולחום ולחרף ולקיץ ולכל רוחות בריותו אשר עשה בשמים ואשר עשה בארץ ובכל את התהומות מאפלה ושחר ואור וערב אשר הכין בדעתו אז ראינו מעשיו ונברכהו על כל מעשיו ונהללה לפניו כי שבעה מעשים גדולים עשה ביום הראשון ,92
1QM,1QM:4:15-5:4,sectarian_texts,War Scroll,0.92420435,0.8217478,עדה אורך ארבע עשרה אמה אות שלושת השבטים אורך שלוש עשרה אמה אות השבט שתים עשרה אמה אות הרבוא עשתי עשרה אמה אות האלף עשר אמות אות המאה תשע אמות אות החמישים שמונה אמות אות העשרה שבע אמות ועל מגן נשיא כול העדה יכתבו שמו ושם ישראל ולוי ואהרון ושמות שנים עשר שבטי ישראל כתולדותם ושמות שנים עשר שרי שבטיהם סרך לסדר דגלי המלחמה בהמלא צבאם להשלים מערכת פנים על אלף איש תאסר המערכה ושבעה סדרי פנים למערכה האחת סדוכרים בסרך מעמד איש אחר איש וכולם מחזיקים מגני נחושת מרוקה כמעשה ,92
11Q19,11Q19:56:13-57:2,unknown,Temple Scroll,0.92419314,0.8217057,בה ואמרתה אשיםה עלי מלך ככול הגואים אשר סביבותי שם תשים עליכה מלך אשר אבחר בו מקרב אחיכה תשים עליך מלך לוא תתן עליכה איש נוכרי אשר לוא אחיכה הוא רק לוא ירבה לו סוס ולוא ישיב את העם מצרים למלחמה למען הרבות לו סוס וכסף וזהב ואנוכי אמרתי לכה לוא תוסיף לשוב בדרך הזואת עוד ולוא ירבה לו נשים ולוא יסירו לבבו מאחרי וכסף וזהב לוא ירבה לוא מואדה והיה בשבתו על כסא ממלכתו וכתבו לו את התורה הזואת על ספר מלפני הכוהנים וזואת התורה אשר יכתבו לו מלפני הכוהנים ונשאו ביום אשר ימליכו אותו את ראוש בני ישראל מבן ,102
11Q17,11Q17:6:5-7:6,unknown,Shir Shabat,0.9241073,0.8213833,דעת אמת וצדק בקודש קודשים צורות אלוהים חיים צורי רוחות מאירים כול מעשיהם רוקמה בדני צורות אלוהים מחוקק סביב צורות כבוד למעשי לבני הוד והדר אלוהים חיים כול מעשיהם וצורת בדניהם מלאכי קודש מתחת לדבירי הפלא קול דממת שקט אלוהים מברכים המלך מהללים תמיד כול אלוהים הו במשני מ פלאי הוד והדר וד א פניו על מרום כסא לוא יתמהמהו בעומדם כול כוהני קורב ם בחוק יתכלכלו לשרת ל מושב ככסא מלכותו בדבירי כבודו לוא ישבו מרכבות כבודו כרובי קודש אופני אור בדביר רוחות אלוהים טוהר ב קודש מעשי פנותו ממלכות מושבי כבוד למרכבות כנפי דעת גבורת פלא ,99
4Q396,4Q396:f1_2ii:6-f1_2iii:6,,4QMMT,0.9240583,0.8211993,באים לטהרת המקדש ואפ על המוצקות אנחנו אומרים שהם שאין בהם טהרה ואף המוצקות אינם מבדילות בין הטמא לטהור כי לחת המוצקות והמקבל מהמה כהם לחה אחת ואין להבי למחני הקודש כלבים שהם אוכלים מקצת עצמות המקדש והבשר עליהם כי ירושלים היאה מחנה הקודש היא המקום שבחר בו מכל שבטי ישראל כי ירושלים היא ראש מחנות ישראל ואפ על מטעת עצי המאכל הנטע בארצ ישראל כראשית הוא לכוהנים ומעשר הבקר והצון לכוהנים הוא ואפ על הצרועים אנחנו אומרים שלוא יבואו לט עם טהרת הקודש כי בדד יהיו מחוץ לבית ואף כתוב שבמעת שיגלח וכבס ישב מחוץ ,97
4Q387,4Q387:f1:1-f2ii:6,unknown,Apocr_Jeremiah,0.9239291,0.82071394, רתיכם כאשר ותאמרו עזבתנו אלהינו ותמאסו את חקותי ותשכחו את מועדי בריתי ותחללו את שמי ואת קדשי ותטמאו מקדשי ותזבחו את זבחיכם לשעירים ות ר ותפרו הכל ביד רמה ואבקש אמונה ולא מצאתי ואתנה אתכם ביד איבכם ואשמה את ארצכם והארץ רצתה את שבתותיה בהשמה ם בארצות איביכם עד שנת אל אדמתכם לפקוד תי יע כם ותחזקו לעבדני בכל לבבכם ובכל נפשכם ובקשו פני בצר להם ולא אדרש להם בעבור מעלם אשר מעלו בי עד שלמות עשרה יבלי שנים והתהלכתם בשגעון ובעורון ותמהן הלבב ומתם הדור ההוא אקרע את הממלכה מיד המחזיקים אתה והקימותי עליה אחרים מעם אחר ומשל ,101
4Q491,4Q491:f11i:13-f11i:21,sectarian_texts,4QM,0.9238286,0.82033646,ולוא יבוא ביא כיא אני ישבתי ב ה בשמים ואין יבום אני עם אלים אתתחשב ומכוני בעדת קודש לוא כבשר תאותי כול יקר לי בכבוד מעון הקודש מיא לבוז נחשב ביא ומיא בכבודי ידמה ליא מיא הוא כבאי ים ישיבום ר תו מיא יש צערים כמוני ומיא כול רע הדמה ביא ואין נשניתי והוריה לוא תדמה בהוריתי ומיא יגודוניא בפתחי פיא ומזל שפתי מיא יכיל ומיא יועדני וידמה במשפטי לוא ידמה כיא אניא עם אלים מעמדי וכבודיא עם בני המלך לוא פז ולוא כתם אופירים ל צדיקים באלוהי במעון הקודש זמרוהו השמיעו בהגיא רנה הביעו בשמחת עולמים ואין השבת ,100
1QM,1QM:6:4-6:10,sectarian_texts,War Scroll,0.9238212,0.8203087,ואחריהם יצאו שני דגלי בינים ועמדו בין שתי המערכות הדגל הראישון מחזיק חנית ומגן והדגל השני מחזיקי מגן וכידן להפיל חללים במשפט אל ולהכניע מערכת אויב בגבורת אל לשלם גמול רעתם לכול גוי הבל והיתה לאל ישראל המלוכה ובקדושי עמו יעשה חיל ושבעה סדרי פרשים יעמודו גם המה לימין המערכה ולשמאולה מזה ומזה יעמודו סדריהם שבע מאות פרשים לעבר האחד ושבע מאות לעבר השני מאתים פרשים יצאו עם אלף מערכת אנשי הבינים וכן יעמודו לכול עברי המחנה הכול שש מאות וארבעת אלפים ואלף וארבע מאות רכב לאנשי סרך המערכות ,90
4Q158,4Q158:f1_2:1-f1_2:17,unknown,rewritten pentateuch,0.92381024,0.8202675, ץ למען שרית ופ ויותר יעקוב לבדו שמה ויאבק בהאבקו עמו ויאחזהו ויאמר אליו אלי ויאמר לו מה שמכה ויגד לו אנשים ותוכל וישאל יעקוב ויאמר הגיד נא לי מה ויברך אותו שם ויאמר לו יפרכה יהוה וירבכה דעת ובינה ויצילכה מכול חמס ו עד היום הזה ועד דורות עולם וילך לדרכו בברכו אותו שם וי לו השמש כאשר עבר את פנואל ביום ההואה ויאמר אל תואכל על שתי כפות הירך עד היום הזה אל אהרון לאמור לך לקראת דברי יהוה אשר שלחו ואת כול האותות יהוה לי לאמור בהוציאכה את ללכת עבדים והנה המה שלושים ,98
4Q405,4Q405:f1:1-f3ii:18,unknown,Shir Shabat,0.9237985,0.8202234,אז ה ירותו ל מעלה בכול רום ל גדל וגדל לנשיאי רוש ם אמתו בשבעה ממו לאלוהי שבעה בשבעה שבע גבורות ובם לידועי דברי פלא וברך בשבעה דברי דברי כבוד נפלאותו לכול טהורי רום מלכותו לכול רומי דעת בשבעת דברי רום ולכול יברך בשבעה דברי פלא וברך לכול נועדי צדק בשבעה בנשיאי רוש יברך בשם הוד המלך לכול הולכי וברך ליסודי הוד בשבעה בשבעה דברי צדק לרחמי נפלאותו לכול יודעי רזי נמהרי רצונו בשבעה הוד להודי פלא הששי שכל בשבעה דברי לתמיד עם כול רחמי חסדו השביעי דעת בשבעה דברי למגני עוז וברך דברי פלא לשלום ,97
11Q19,11Q19:22:11-23:6,unknown,Temple Scroll,0.92376435,0.8200951,את השכם אחר יוציאום אל בני ישראל ונתנו בני ישראל לכוהנים איל אחד כבש אחד וללויים איל אחד כבש אחד ולכול מטה ומטה איל אחד כבש אחד ואכלום ביום הזה בחצר החיצונה לפני יהוה חוקות עולם לדורותיהמה שנה בשנה אחר יואכלו ויסוכו מן השמן החדש ומן הזתים כי ביום הזה יכפרו על כול יצהר הארץ לפני יהוה פעם אחת בשנה וישמחו כול בני ישראל בכול מושבותיהמה לפני יהוה חוק עולם לדורותיהמה מ אשר יביאו העצים עולה ליהוה שעירי עזים שנים ומנחתמה ונסכמה כמשפט פר אחד איל אחד כבש אחד בן שנתו ,92
11Q20,11Q20:6:3-6:12,unknown,Temple Scroll,0.9236688,0.81973624,אזרוע ואת הלחיים ואת הקבה לכוהנים יהיה למנה כמשפטמה וללויים את השכם אחר יוציאום אל בני ישראל ונתנו בני ישראל לכוהנים איל אחד כבש אחד וללויים איל אחד כבש אחד ולכול מטה ומטה איל אחד כבש אחד ואכלום ביום הזה בחצר החיצונה לפני יהוה חוקות עולם לדורותיהמה שנה בשנה אחר יואכלו ויסוכו מן השמן החדש ומן הזתים כי ביום הזה יכפרו על כול יצהר הארץ לפני יהוה פעם אחת בשנה וישמחו כול בני ישראל בכול מושבותיהמה ואחר מועד יצהר יקריבו למזבח את העצים שנים עשר מטות בני ישראל והיו המקריבים ביום הרישון ,93
