N,C Ph,Ref,JBD,NoG CPh,NoG Rec ,NoG Reg,Quant mid,Quant pre,Aff pron,Aff conj,Aff prep,Po,Pr,Mult Rec ,Mult regs,Rec part Pas,Rec part pf,Rec part pm,Rec part sf,Rec  part sm,Reg part Pas,Reg part pf,Reg  pm,Reg  sf, Reg  sm,צורת הסמיכות,C Ph
2147,קטרת אילים,Psalms 66:15,,,,,,,,,,V,,,,,,,,,,,,,,,
2148,כל יראי אלהים,Psalms 66:16,,,אלהים,,,V,,,,V,,,,,,,,,,,V,, ,,
2149,בקול תפלתי,Psalms 66:11,,,,,,,V,,V,V,,,,,,,,,,,,, ,,
2150,כל אפסי ארץ,Psalms 67:8,,,,,,V,,,,V,,,,,,,,,,,,,,,
2151,אבי יתומים,Psalms 68:6,,,,,,,,,,V,,,,,,,,,,,,,,,
2152,ודין אלמנות,Psalms 68:6,,,,,,, ,V, ,V,,,,,,,,,,,,,,,
2153,במעון קדשו,Psalms 68:6,,,,,,,V,,V,V,,,,,,,,,,,,,,,
2154,אלהי ישראל,Psalms 68:9,,, ,אלהי,,,,,,V,,,,,,,,,,,,,,,
2155,גשם נדבות,Psalms 68:10,,,,,,,,,,V,,,,,,,,,,,,,,,
2156,מלכי צבאות,Psalms 68:13,,,,,,,,,,V,,,,,,,,,,,,,,,
2157,ונות בית,Psalms 68:13,,,,,,,,V, ,V,,,,,,,,,,,,,,,
2158,כנפי יונה,Psalms 68:14,,,,,,,,,,V,,,,,,,,,,,,,,,
2159,הר אלהים ,Psalms 68:16,,,אלהים,,,,,,,V,,,,,,,,,,,,,,,
2160,הר בשן,Psalms 68:16,,,,,,,,,,V,,,,,,,,,,,,,,,
2161,הר גבננים,Psalms 68:16,,,,,,,,,,V,,,,,,,,,,,,,,,
2162,הר בשן,Psalms 68:16,,,,,,,,,,V,,,,,,,,,,,,,,,
2163,רכב אלהים,Psalms 68:18,,,אלהים,,,,,,,V,,,,,,,,,,,,,,,
2164,ראש איביו,Psalms 68:22,,,,,,,V,, ,V,,,,,,,,V,,,,, ,,
2165,קדקד שער,Psalms 68:22,,,,,,,,,,V,,,,,,,,,,,,,,,
2166,ממצלות ים,Psalms 68:23,,,,,,,,,V,V,,,,,,,,,,,,,,,
2167,לשון כלבך,Psalms 68:24,,,,,,,V,, ,V,,,,,,,,,,,,,,,
2168,הליכות אלי,Psalms 68:25,,,אלי,,,,V,, ,V,,,,,,,,,,,,,,,
2169,ממקור ישראל,Psalms 68:27,,,,,,,,,V,V,,,,,,,,,,,,,,,
2170,שרי יהודה,Psalms 68:28,,,,,,,,,,V,,,,,,,,,,,,,,,
2171,שרי זבלון,Psalms 68:28,,,,,,,,,,V,,,,,,,,,,,,,,,
2172,שרי נפתלי,Psalms 68:28,,,,,,,,,,V,,,,,,,,,,,,,,,
2173,חית קנה,Psalms 68:31,,,,,,,,,,V,,,,,,,,,,,,,,,
2174,עדת אבירים,Psalms 68:31,,,,,,,,,,V,,,,,,,,,,,,,,,
2175,בעגלי עמים,Psalms 68:31,,,,,,,,,V,V,,,,,,,,,,,,,,,
2176,ברצי כסף,Psalms 68:31,,,,,,,,,V,V,,,,,,,,,,,,,,,
2177,ממלכות הארץ,Psalms 68:33,,,,,,,,,V,V,,,,,,,,,,,,,,,
2178,בשמי שמי קדם,Psalms 68:34,,,,,,,,,V,V,,,2,,,,,,,,,,,,
2179,קול עז,Psalms 68:34,,,,,,,,,,V,,,,,,,,,,,,,,,
2180,אל ישראל,Psalms 68:36,,,,אל,,,,,,V,,,,,,,,,,,,,,,
2181,ביון מצולה,Psalms 69:3,,,,,,,,,V,V,,,,,,,,,,,,,,,
2182,במעמקי מים,Psalms 69:3,,,,,,,,,V,V,,,,,,,,,,,,,,,
2183,משערות ראשי,Psalms 69:5,,,,,,,V,,V,V,,,,,,,,,,,,,,,
2184,אלהי ישראל,Psalms 69:7,,, ,אלהי,,,,,,V,,,,,,,,,,,,,,,
2185,קנאת ביתך,Psalms 69:10,,,,,,,V ,, ,V,,,,,,,,,,,,,,,
2186,וחרפות חורפיך ,Psalms 69:10,,,,,,,V ,V, ,V,,,,,,,,,,,,,,,
2187,ישבי שער,Psalms 69:13,,,,,,,, ,,V,,,,,,,,,,,V,, ,,
2188,ונגינות שותי שכר,Psalms 69:13,,,,,,,,V,,V,,,2,,,V,,,,,V,, ,,
2189,עת רצון,Psalms 69:14,,,,,,,,,,V,,,,,,,,,,,,,,,
2190,ברב חסדך,Psalms 69:14,,,,,,,V,,V,V,,,,,,,,,,,,, ,,
2191,באמת ישעך,Psalms 69:14,,,,,,,V,,V,V,,,,,,,,,,,,, ,,
2192,וממעמקי מים,Psalms 69:15,,,,,,,,V,V,V,,,,,,,,,,,,,,,
2193,שבלת מים,Psalms 69:16,,,,,,,,,,V,,,,,,,,,,,,,,,
2194,כרב רחמיך ,Psalms 69:17,,,,,,,V,,V,V,,,,,,,,,,,,,,,
2195,וחרון אפך,Psalms 69:25,,,,,,,V,,V,V,,,,,,,,,,,,,,,
2196,מכאוב חלליך,Psalms 69:27,,,,,,,V,, ,V,,,,,,,,,,,,,,,
2197,שם אלהים,Psalms 69:31,,,אלהים,,,,,,,V,,,,,,,,,,,,,,,
2198,דרשי אלהים,Psalms 69:33,,,אלהים,,,,,,,V,,,,,,,,,,,V,, ,,
2199,ערי יהודה,Psalms 69:36,,,,,,,,,,V,,,,,,,,,,,,,,,
2200,וזרע עבדיו,Psalms 69:37,,,,,,,V,V, ,V,,,,,,,,,,,,,,,
2201,ואהבי שמו,Psalms 69:37,,,,,,,V,V, ,V,,,,,,,,,,,V,, ,,
2202,מבקשי נפשי,Psalms 70:3,,,,,,,V,, ,V,,,,,,,,,,,V,, ,,
2203,חפצי רעתי,Psalms 70:3,,,,,,,V,, ,V,,,,,,,,,,,,,,,
2204,אהבי ישועתך,Psalms 70:5,,,,,,,V,, ,V,,,,,,,,,,,V,, ,,
2205,מיד רשע,Psalms 71:4,,,,,,,,,V,V,,,,,,,,,,,,,,,
2206,מכף מעול וחומץ,Psalms 71:4,,,,,,,,,V,V,,2, ,,,,,V,,,,, ,,
2207,ממעי אמי,Psalms 71:6,,,,,,,V,,V,V,,,,,,,,,,,,,,,
2208,לעת זקנה,Psalms 71:9,,,,,,,,,V,V,,,,,,,,,,,,,,,
2209,ושמרי נפשי,Psalms 71:10,,,,,,,V,V, ,V,,,,,,,,,,,,,V,,
2210,שטני נפשי,Psalms 71:13,,,,,,,V,, ,V,,,,,,,,,,,V,, ,,
2211,מבקשי רעתי,Psalms 71:13,,,,,,,,,,V,,,,,,,,,,,V,, ,,
2212,ומתהמות הארץ,Psalms 71:20,,,,,,,,V,V,V,,,,,,,,,,,,,,,
2213,בכלי נבל,Psalms 71:22,,,,,,,,,V,V,,,,,,,,,,,,,,,
2214,קדוש ישראל,Psalms 71:22,?,,,,,,,,,V,,,,,,,,,,,,,,,
2215,מבקשי רעתי,Psalms 71:24,,,,,,,V,, ,V,,,,,,,,,,,V,, ,,
2216,לבן מלך,Psalms 72:1,,,,,,,,,V,V,,,,,,,,,,,,,,,
2217,עניי עם,Psalms 72:4,,,,,,,,,,V,,,,,,,,,,,,,,,
2218,לבני אביון,Psalms 72:4,,,,,,,,,V,V,,,,,,,,,,,,,,,
2219,דור דורים,Psalms 72:5,,,,,,,,,,V,,,,,,,,,,,,,,,
2220,ורב שלום,Psalms 72:7,,,,,,,,V, ,V,,,,,,,,,,,,,,,
2221,אפסי ארץ,Psalms 72:8,,,,,,,,,,V,,,,,,,,,,,,,,,
2222,מלכי תרשיש,Psalms 72:10,,,,,,,,,,V,,,,,,,,,,,,,,,
2223,מלכי שבא,Psalms 72:10,,,,,,,,,,V,,,,,,,,,,,,,,,
2224,ונפשות אביונים ,Psalms 72:13,,,,,,,,V, ,V,,,,,,,,,,,,,,,
2225,מזהב שבא,Psalms 72:15,,,,,,,,,V,V,,,,,,,,,,,,,,,
2226,פסת בר,Psalms 72:16,,,,,,,,,,V,,,,,,,,,,,,,,,
2227,בראש הרים,Psalms 72:16,,,,,,,,,V,V,,,,,,,,,,,,,,,
2228,כעשב הארץ,Psalms 72:16,,,,,,,,,V,V,,,,,,,,,,,,,,,
2229,אלהי ישראל,Psalms 72:18,,,אלהי ישראל,,,,,,,V,,,,,,,,,,,,,,,
2230,שם כבודו,Psalms 72:19,,,,,,,V,, ,V,,,,,,,,,,,,,,,
2231,תפלות דוד בן ישי,Psalms 72:20,,,,,,,,,,,V,,3,,,,,,,,,,,,
2232,לברי לבב,Psalms 73:1,,,,,,,,,V,V,,,,,,,,,,,,,,,
2233,שלום רשעים,Psalms 73:3,,,,,,,,,,V,,,,,,,,,,,,,,,
2234,בעמל אנוש,Psalms 73:5,,,,,,,,,V,V,,,,,,,,,,,,,,,
2235,משכיות לבב,Psalms 73:7,,,,,,,,,,V,,,,,,,,,,,,,,,
2236,ומי מלא,Psalms 73:10,,,,,,,,V, ,V,,,,,,,,,,,,,,,
2237,ושלוי עולם,Psalms 73:12,,,,,,,,V, ,V,,,,,,,,,,,,,,,
2238,דור בניך,Psalms 73:15,,,,,,,V,, ,V,,,,,,,,,,,,,,,
2239,מקדשי אל,Psalms 73:17,,,אל,,,,,,,V,,,,,,,,,,,,,,,
2240,ביד ימיני,Psalms 73:23,,,,,,,V,,V,V,,,,,,,,,,,,,,,
2241,צור לבבי וחלקי,Psalms 73:26,,,,,,,,,,V,,2, ,,,,,,,,,,,,
2242,קרבת אלהים,Psalms 73:28,,,אלהים,,,,,,,V,,,,,,,,,,,,,,,
2243,בצאן מרעיתך,Psalms 74:1,,,,,,,V,,V,V,,,,,,,,,,,,,,,
2244,שבט נחלתך,Psalms 74:2,,,,,,,V,, ,V,,,,,,,,,,,,,,,
2245,הר ציון,Psalms 74:2,,,,,,,,,,V,,,,,,,,,,,,,,,
2246,למשאות נצח,Psalms 74:3,,,,,,,,,V,V,,,,,,,,,,,,,,,
2247,בסבך עץ,Psalms 74:5,,,,,,,,,V,V,,,,,,,,,,,,,,,
2248,משכן שמך,Psalms 74:7,,,,,,,V,, ,V,,,,,,,,,,,,,,,
2249,כל מועדי אל,Psalms 74:8,,,אל,,,V,,,,V,,,,,,,,,,,,,,,
2250,ראשי תנינים,Psalms 74:13,,,,,,,,,,V,,,,,,,,,,,,,,,
2251,ראשי לויתן,Psalms 74:14,,,,,,,,,,V,,,,,,,,,,,,,,,
2252,נהרות איתן,Psalms 74:15,,,,,,,,,,V,,,,,,,,,,,,,,,
2253,כל גבולות ארץ,Psalms 74:17,,,,,,V,,,,V,,,,,,,,,,,,,,,
2254,מחשכי ארץ,Psalms 74:20,,,,,,,,,,V,,,,,,,,,,,,,,,
2255,נאות חמס,Psalms 74:20,,,,,,,,,,V,,,,,,,,,,,,,,,
2256,קול צרריך,Psalms 74:23,,,,,,,V,, ,V,,,,,,V,,,,,,, ,,
2257,שאון קמיך,Psalms 74:23,,,,,,,V,, ,V,,,,,,V,,,,,,, ,,
2258,ממדבר הרים,Psalms 75:7,,,,,,,,,V,V,,,,,,,,,,,,,,,
2259,ביד יהוה,Psalms 75:9,,,יהוה,,,,,,V,V,,,,,,,,,,,,,,,
2260,כל רשעי ארץ,Psalms 75:9,,,,,,V,,,,V,,,,,,,,,,,,,,,
2261,לאלהי יעקב,Psalms 75:10,,,אלהי יעקב,,,,,,V,V,,,,,,,,,,,,,,,
2262,וכל קרני רשעים,Psalms 75:11,,,,,,V,,V, ,V,,,,,,,,,,,,,,,
2263,קרנות צדיק,Psalms 75:11,,,,,,,,,,V,,,,,,,,,,,,,,,
2264,רשפי קשת,Psamls 76:4,,,,,,,,,,V,,,,,,,,,,,,,,,
2265,מהררי טרף,Psamls 76:5,,,,,,,,,,V,,,,,,,,,,,,,,,
2266,אבירי לב,Psamls 76:6,,,,,,,,,,V,,,,,,,,,,,,,,,
2267,כל אנשי חיל,Psamls 76:6,,,,,,V,,,,V,,,,,,,,,,,,,,,
2268,אלהי יעקב,Psamls 76:7,,,אלהי יעקב,,,,,,,V,,,,,,,,,,,,,,,
2269,כל ענוי ארץ,Psamls 76:10,,,,,,V,,,,V,,,,,,,,,,,,,,,
2270,חמת אדם,Psamls 76:11,,,,,,,,,,V,,,,,,,,,,,,,,,
2271,שארית חמת,Psamls 76:11,,,,,,,,,,V,,,,,,,,,,,,,,,
2272,רוח נגידים,Psamls 76:13,,,,,,,,,,V,,,,,,,,,,,,,,,
2273,למלכי ארץ,Psamls 76:13,,,,,, ,,,V,V,,,,,,,,,,,,,,,
2274,ביום צרתי,Psalms 77:3,,,,,,V,,,V,V,,,,,,,,,,,,,,,
2275,שמרות עיני,Psalms 77:5,,,,,,V,,, ,V,,,,,,,,,,,,,,,
2276,שנות עולמים,Psalms 77:6,,,,,,,,,,V,,,,,,,,,,,,,,,
2277,ימין עליון,Psalms 77:11,,,,,,,,,,V,,,,,,,,,,,,,,,
2278,מעללי יה,Psalms 77:12,,,יה ,,,,,,,V,,,,,,,,,,,,,,,
2279,בני יעקב,Psalms 77:16,,,,,,,,,,V,,,,,,,,,,,,,,,
2280,קול רעמך,Psalms 77:19,,,,,,,V,, ,V,,,,,,,,,,,,,,,
2281,ביד משה ואהרן,Psalms 77:21,,,,,,,,,V,V,,2, ,,,,,,,,,,,,
2282,לאמרי פי,Psalms 78:1,,,,,,,V,,V,V,,,,,,,,,,,,,,,
2283,תהלות יהוה,Psalms 78:4,,,יהוה,,,,,,,V,,,,,,,,,,,,,,,
2284,מעללי אל,Psalms 78:7,,,אל,,,,,,,V,,,,,,,,,,,,,,,
2285,בני אפרים,Psalms 78:9,,,,,,,,,,V,,,,,,,,,,,,,,,
2286,נושקי רומי קשת,Psalms 78:9,,,,,,,,,,V,,,2,,,V,,,,,V,, ,,
2287,ביום קרב,Psalms 78:9,,,,,,,,,V,V,,,,,,,,,,,,,,,
2288,ברית אלהים,Psalms 78:10,,,אלהים,,,,,,,V,,,,,,,,,,,,,,,
2289,בארץ מצרים,Psalms 78:12,,,,,,,,,V,V,,,,,,,,,,,,,,,
2290,שדה צען,Psalms 78:12,,,,,,,,,,V,,,,,,,,,,,,,,,
2291,באור אש,Psalms 78:14,,,,,,,,,V,V,,,,,,,,,,,,,,,
2292,כתהמות רבה,Psalms 78:15,,,,,,,,,V,V,,,,,,,,,,,,,,,
2293,כנהרות מים,Psalms 78:16,,,,,,,,,V,V,,,,,,,,,,,,,,,
2294,ודלתי שמים,Psalms 78:23,,,,,,,,V, ,V,,,,,,,,,,,,,,,
2295,לחם אבירים,Psalms 78:25,,,,,,,,,,V,,,,,,,,,,,,,,,
2296,וכחול ימים,Psalms 78:27,,,,,,,,V,V,V,,,,,,,,,,,,,,,
2297,עוף כנף,Psalms 78:27,,,,,,,,,,V,,,,,,,,,,,,,,,
2298,ואף אלהים,Psalms 78:31,,,אלהים,,,,,V, ,V,,,,,,,,,,,,,,,
2299,ובחורי ישראל,Psalms 78:31,,,,,,,,V, ,V,,,,,,,,,,,,,,,
2300,בשדה צען,Psalms 78:43,,,,,,,,,V,V,,,,,,,,,,,,,,,
2301,חרון אפו,Psalms 78:49,,,,,,,V,, ,V,,,,,,,,,,,,,,,
2302,משלחת מלאכי רעים,Psalms 78:49,,,,,,,,,,V,,,2,,,,,,,,,,,,
2303,ראשית אונים,Psalms 78:51,,,,,,,,,,V,,,,,,,,,,,,,,,
2304,באהלי חם,Psalms 78:51,,,,,,,,,V,V,,,,,,,,,,,,,,,
2305,גבול קדשו,Psalms 78:54,,,,,,,V,, ,V,,,,,,,,,,,,,,,
2306,בחבל נחלה,Psalms 78:55,,,,,,,,,V,V,,,,,,,,,,,,,,,
2307,שבטי ישראל,Psalms 78:55,,,,,,,,,,V,,,,,,,,,,,,,,,
2308,כקשת רמיה,Psalms 78:57,,,,,,,,,V,V,,,,,,,,,,,,,,,
2309,משכן שלו,Psalms 78:60,,,,,,,,,,V,,,,,,,,,,,,,,,
2310,ביד צר,Psalms 78:61,,,,,,,,,V,V,,,,,,,,,,,,,,,
2311,חרפת עולם,Psalms 78:66,,,,,,,,,,V,,,,,,,,,,,,,,,
2312,אהל יוסף,Psalms 78:67,,,,,,,,,,V,,,,,,,,,,,,,,,
2313,ובשבט מצרים,Psalms 78:67,,,,,,,,V,V,V,,,,,,,,,,,,,,,
2314,שבט יהודה,Psalms 78:68,,,,,,,,,,V,,,,,,,,,,,,,,,
2315,הר ציון,Psalms 78:68,,,,,,,,,,V,,,,,,,,,,,,,,,
2316,ממכלאת צאן,Psalms 78:70,,,,,,,,,V,V,,,,,,,,,,,,,,,
2317,כתם לבבו,Psalms 78:72,,,,,,,V,, V,V,,,,,,,,,,,,,,,
2318,ובתבונות כפיו,Psalms 78:72,,,,,,,V,V,V,V,,,,,,,,,,,,,,,
2319,היכל קדשך,Psalms 79:1,,,,,,,V,,,V,,,,,,,,,,,,,,,
2320,נבלת עבדך,Psalms 79:2,,,,,,,V,, ,V,,,,,,,,,,,,,,,
2321,לעוף השמים,Psalms 79:2,,,,,,,,,V,V,,,,,,,,,,,,,,,
2322,בשר חסידיך,Psalms 79:2,,,,,,,V,, ,V,,,,,,,,,,,,,,,
2323,לחיתו ארץ,Psalms 79:2,,,,,,,,,,V,,,,,,,,,,,,,,,
2324,אלהי ישענו,Psalms 79:9,,,אלהי ישענו,,,,V,, ,V,,,,,,,,,,,,,,,
2325,דבר כבוד שמך,Psalms 79:9,,,,,,,V,, ,V,,,2,,,,,,,,,,,,
2326,נקמת דם עבדיך,Psalms 79:10,,,,,,,V,, ,V,,,2,,,,,,,,,,,,
2327,אנקת אסיר,Psalms 79:11,,,,,,,,,,V,,,,,,,,,,,,,,,
2328,כגדל זרועך,Psalms 79:11,,,,,,,V,,V,V,,,,,,,,,,,,,,,
2329,בני תמותה,Psalms 79:11,,,,,,,,,,V,,,,,,,,,,,,,,,
2330,וצאן מרעיתך,Psalms 79:13,,,,,,,V,V, ,V,,,,,,,,,,,,,,,
2331,בתפלת עמך,Psalms 80:5,,,,,,,V,,V,V,,,,,,,,,,,,,,,
2332,ארזי אל,Psalms 80:11,,,אל,,,,,,,V,,,,,,,,,,,,,,,
2333,כל עברי דרך,Psalms 80:13,,,,,,V,,,,V,,,,,,,,,,,V,, ,,
2334,מגערת פניך,Psalms 80:17,,,,,,,V,,V,V,,,,,,,,,,,,,,,
2335,איש ימינך,Psalms 80:18,,,,,,,V,, ,V,,,,,,,,,,,,,,,
2336,בן אדם,Psalms 80:18,,,,,,,,,,V,,,,,,,,,,,,,,,
2337,לאלהי יעקב,Psalms 81:2,,,אלהי יעקב,,,,,,V,V,,,,,,,,,,,,,,,
2338,ליום חגנו,Psalms 81:4,,,,,,,V,,V,V,,,,,,,,,,,,,,,
2339,לאלהי יעקב,Psalms 81:5,,,אלהי יעקב,,,,,,V,V,,,,,,,,,,,,,,,
2340,ארץ מצרים,Psalms 81:6,,,,,,,,,,V,,,,,,,,,,,,,,,
2341,בסתר רעם,Psalms 81:8,,,,,,,,,V,V,,,,,,,,,,,,,,,
2342,מי מריבה,Psalms 81:8,,,,,,,,,,V,,,,,,,,,,,,,,,
2343,לאל נכר,Psalms 81:10,,,,אל,,,,,V,V,,,,,,,,,,,,,,,
2344,מארץ מצרים,Psalms 81:11,,,,,,,,,V,V,,,,,,,,,,,,,,,
2345,בשרירות לבם,Psalms 81:13,,,,,,,V,,V,V,,,,,,,,,,,,,,,
2346,מחלב חטה,Psalms 81:17,,,,,,,,,V,V,,,,,,,,,,,,,,,
2347,ומצור דבש,Psalms 81:17,,,,,,,,V,V,V,,,,,,,,,,,,,,,
2348,בעדת אל,Psalms 82:1,,,אל,,,,,,V,V,,,,,,,,,,,,,,,
2349,ופני רשעים,Psalms 82:2,,,,,,,,V, ,V,,,,,,,,,,,,,,,
2350,מיד רשעים,Psalms 82:4,,,,,,,,,V,V,,,,,,,,,,,,,,,
2351,כל מוסדי ארץ,Psalms 82:5,,,,,,V,,,,V,,,,,,,,,,,,,,,
2352,ובני עליון,Psalms 82:6,,,,,,,,V, ,V,,,,,,,,,,,,,,,
2353,שם ישראל,Psalms 83:5,,,,,,,,,,V,,,,,,,,,,,,,,,
2354,אהלי אדום ,Psalms 83:7,,,,,,,,,,V,,,,,,,,,,,,,,,
2355,ישבי צור,Psalms 83:8,,,,,,,,,,V,,,,,,,,,,,V,, ,,
2356,לבני לוט,Psalms 83:9,,,,,,,,,V,V,,,,,,,,,,,,,,,
2357,בנחל קישון,Psalms 83:10,,,,,,,,,V,V,,,,,,,,,,,,,,,
2358,בעין דאר,Psalms 83:11,,,,,,,,,V,V,,,,,,,,,,,,,,,
2359,נאות אלהים,Psalms 83:13,,,אלהים,,,,,,,V,,,,,,,,,,,,,,,
2360,לבני קרח,Psalms 84:1,,,,,,,,,V,V,,,,,,,,,,,,,,,
2361,לחצרות יהוה,Psalms 84:3,,,יהוה,,,,,,V,V,,,,,,,,,,,,,,,
2362,בעמק הבכא,Psalms 84:7, ,,,,,,,,,V,,,,,,,,,,,,,,,
2363,אלהי יעקב,Psalms 84:9,,,אלהי יעקב,,,,,,,V,,,,,,,,,,,,,,,
2364,פני משיחך,Psalms 84:10,,,,,,,V,,,V,,,,,,,,,,,,,,,
2365,בבית אלהי,Psalms 84:11,,,,,,,V,,V,V,,,,,,,,,,,,,,,
2366,באהלי רשע,Psalms 84:11,,,,,,,,,V,V,,,,,,,,,,,,,,,
2367,לבני קרח,Psalms 84:1,,,,,,,,,V,V,,,,,,,,,,,,,,,
2368,שבות יעקב,Psalms 85:2,,,,,,,,,,V,,,,,,,,,,,,,,,
2369,עון עמך,Psalms 85:3,,,,,,,V,,,V,,,,,,,,,,,,,,,
2370,מחרון אפך,Psalms 85:4,,,,,,,V,,V,V,,,,,,,,,,,,,,,
2371,אלהי ישענו,Psalms 85:5,,,אלהי ישענו,,,,V,,,V,,,,,,,,,,,,,,,
2372,לדרך פעמיו,Psalms 85:14,,,,,,,V,,V,V,,,,,,,,,,,,,,,
2373,נפש עבדך,Psalms 86:4,,,,,,,V,,,V,,,,,,,,,,,,,,,
2374,ורב חסד,Psalms 86:5,,,,,,,,V,,V,,,,,,,,,,,,,,,
2375,בקול תחנונותי,Psalms 86:6,,,,,,,V,,V,V,,,,,,,,,,,,,,,
2376,ביום צרתי,Psalms 86:7,,,,,,,V,,V,V,,,,,,,,,,,,,,,
2377,ועדת עריצים,Psalms 86:14,,,,,,,,V,,V,,,,,,,,,,,,,,,
2378,ארך אפים,Psalms 86:15,,,,,,,,,,V,,,,,,,,,,,,,,,
2379,ורב חסד ואמת,Psalms 86:15,,,,,,,,V,,V,,2, ,,,,,,,,,,,,
2380,לבן אמתך,Psalms 86:16,,,,,,,V,,V,V,,,,,,,,,,,,,,,
2381,לבני קרח,Psalms 87:1,,,,,,,,,V,V,,,,,,,,,,,,,,,
2382,בהררי קדש,Psalms 87:1,,,,,,,,,V,V,,,,,,,,,,,,,,,
2383,שערי ציון,Psalms 87:2,,,,,,,,,,V,,,,,,,,,,,,,,,
2384,מכל משכנות יעקב,Psalms 87:2,,,,,,V,,,V,V,,,,,,,,,,,,,,,
2385,עיר האלהים,Psalms 87:3,,,האלהים,,,,,,,V,,,,,,,,,,,,,,,
2386,לבני קרח,Psalms 88:1,,,,,,,,,V,V,,,,,,,,,,,,,,,
2387,אלהי ישועתי,Psalms 88:2,,,אלהי ישועתי,,,,V,, ,V,,,,,,,,,,,,,,,
2388,יום צעקתי,Psalms 88:2,,,,,,,V,, ,V,,,,,,,,,,,,,,,
2389,יורדי בור,Psalms 88:5,,,,,,, ,,,V,,,,,,,,,,,V,, ,,
2390,שכבי קבר,Psalms 88:6,,,,,,,,, ,V,,,,,,,,,,,V,, ,,
2391,בארץ נשיה,Psalms 88:13,,,,,,,,,V,V,,,,,,,,,,,,,,,
2392,חסדי יהוה,Psalms 89:2,,,יהוה,,,,,,,V,,,,,,,,,,,,,,,
2393,בקהל קדשים,Psalms 89:6,,,,,,,,,V,V,,,,,,,,,,,,,,,
2394,בבני אלים,Psalms 89:7,,,,,,,,,V,V,,,,,,,,,,,,,,,
2395,בסוד קדשים,Psalms 89:8,,,,,,,,,V,V,,,,,,,,,,,,,,,
2396,אלהי צבאות,Psalms 89:9,,,אלהי צבאות,,,,,,,V,,,,,,,,,,,,,,,
2397,בגאות הים,Psalms 89:10,,,,,,,,,V,V,,,,,,,,,,,,,,,
2398,בזרוע עזך,Psalms 89:11,,,,,,,,,V,V,,,,,,,,,,,,,,,
2399,מכון כסאך,Psalms 89:15,,,,,,,V,, V,V,,,,,,,,,,,,,,,
2400,יודעי תרועה,Psalms 89:16,,,,,,,V,,,V,,,,,,,,,,,V,, ,,
2401,באור פניך,Psalms 89:16,,,,,,,V,,V,V,,,,,,,,,,,,,,,
2402,תפארת עזמו,Psalms 89:18,,,,,,,V,, ,V,,,,,,,,,,,,,,,
2403,ולקדוש ישראל,Psalms 89:19,?,,,,,,,V,V,V,,,,,,,,,,,,,,,
2404,בשמן קדשי,Psalms 89:21,,,,,,,V,,V,V,,,,,,,,,,,,,,,
2405,ובן עולה,Psalms 89:23,,,,,,,,V, ,V,,,,,,,,,,,,,,,
2406,וצור ישועתי,Psalms 89:27,,,,,,,V,V, ,V,,,,,,,,,,,,,,,
2407,למלכי ארץ,Psalms 89:28,,,,,,,,,V,V,,,,,,,,,,,,,,,
2408,כימי שמים,Psalms 89:30,,,,,,,,,V,V,,,,,,,,,,,,,,,
2409,ומוצא שפתי,Psalms 89:35,,,,,,,V,V, ,V,,,,,,,,,,,,,,,
2410,ברית עבדך,Psalms 89:40,,,,,,,V,, ,V,,,,,,,,,,,,,,,
2411,כל עברי דרך,Psalms 89:42,,,,,, ,V,,,V,,,,,,,,,,,,,,,
2412,ימין צריו,Psalms 89:43,,,,,, ,V,, ,V,,,,,,,,,,,,,,,
2413,צור חרבו,Psalms 89:44,,,,,, ,V,, ,V,,,,,,,,,,,,,,,
2414,ימי עלומיו,Psalms 89:46,,,,,, ,V,, ,V,,,,,,,,,,,,,,,
2415,כל בני אדם,Psalms 89:48,,,,, ,V,,,,V,,,,,,,,,,,,,,,
2416,מיד שאול,Psalms 89:49,,,,,,,,,V,V,,,,,,,,,,,,,,,
2417,חרפת עבדיך,Psalms 89:51,,,,,,,V,, ,V,,,,,,,,,,,,,,,
2418,עקבות משיחך,Psalms 89:52,,,,,,,V,, ,V,,,,,,,,,,,,,,,
2419,גאולי יהוה,Psalms 107:2,,,יהוה,,,,,,,V,,,,,,,,,V,,V,, ,,
2420,בישימון דרך,Psalms 107:4,,,,,,,,,V,V,,,,,,,,,,,,,,,
2421,עיר מושב,Psalms 107:4,,,,,,,,,,V,,,,,,,,,,,,,,,
2422,עִ֥יר מֹושָֽׁב,Psalms 107:7,,,,,,,,,,V,,,,,,,,,,,,,,,
2423,לִבְנֵ֥י אָדָֽם,Psalms 107:8,,,,,,,,,V,V,,,,,,,,,,,,,,,
2424,יֹ֭שְׁבֵי חֹ֣שֶׁךְ וְצַלְמָ֑וֶת,Psalms 107:10,,,,,,,,,,V,,2, ,,,,,,,,V,, ,,
2425,אֲסִירֵ֖י עֳנִ֣י וּבַרְזֶֽל,Psalms 107:10,,,  ,,,,,,,V,,2, ,,,,,,,,,,,,
2426,אִמְרֵי־אֵ֑ל,Psalms 107:11,,,אל,,,,,,,V,,,,,,,,,,,,,,,
2427,ועצת עליון,Psalms 107:11,,,עליון,,,,,V, ,V,,,,,,,,,,,,,,,
2428,לבני אדם,Psalms 107:15,,,,,,,,,V,V,,,,,,,,,,,,,,,
2429,דלתות נחשת,Psalms 107:16,,,,,,,,,,V,,,,,,,,,,,,,,,
2430,ובריחי ברזל,Psalms 107:16,,,,,,,,V, ,V,,,,,,,,,,,,,,,
