book,sentence_path,text_lex,text,n_words_lex,n_words,construct to absolute nouns ratio,construct nouns and adjectives percentage,noun to verb ratio,definite_article_percentage,direct object marker percentage,pronouns bound to nouns or verbs percentage,"persuasive verb forms (imperative, jussive, cohorative) percentage",preterite percentage,ky percentage,aCr percentage,oM percentage,kya percentage,all conjunctions percentage,non-finite to finite verbs ratio,passive verb forms percentage,total word count,bib,section,composition,genre
4Q524,4Q524:f15_22:5-f15_22:9,לקח איש אשה בן תועבה היא לקח איש אשה בת בת בן בת בת תועבה היא לקח איש אשה אחות תועבה היא ישב אח מות אחד מן בן ל היה אשה מות חוץ איש זר יבם בוא על לקח ל אשה יבם היה בכר ילד קום שם אח מות מחה שם ישראל חפץ איש לקח יבמה עלה יבמה שער זקן אמר מאן יבם קום אח שם ישראל אבה יבם קרא ל זקן עיר דבר אל עמד אמר חפץ לקח נגש יבמה , לוא יקח איש את אשת בנו כי תועבה היאה לוא יקח איש את האשה ואת בתה או בת בנה או בת בתה כי תועבה היאה לוא יקח איש את האשה ואת אחותה כי תועבה היאה כי ישבו אחים יחדו ומת אחד מהם ובן אין לו לוא תהיה אשת המת החוצה לאיש זר יבמה יבוא עליה ולקחה לו לאשה ויבמה והיה הבכור אשר תלד יקום על שם אחיהו המת ולוא ימחה שמו מישראל ואם לוא יחפוץ האיש לקחת את יבמתו ועלתה יבמתו השערה אל הזקנים ואמרה מאן יבמי להקים לאחיהו שם בישראל לוא אבה יבמי וקראו לו זקני עירו ודברו אליו ועמד ואמר לוא חפצתי לקחתה ונגשה יבמתו ,82,107,0.3333333333333333,-1.0,0.8461538461538461,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.18181818181818182,-1.0,0.0,nonbib,unknown,Temple Scroll,
4Q524,4Q524:f15_22:9-f39:1,דבר אל עמד אמר חפץ לקח נגש יבמה אל עין זקן חלץ נעל רגל ירק פנה ענה אמר עשה איש בנה בית אח אש תה וב ל תה תם כו א כל א ר יום דור דור א בוז ישראל בוא עם ת ירש מקרה שיא מ ץ כ בן הת ב א א ת פה ש ל ן שמ ל ב ן כ ה א בל ,דברו אליו ועמד ואמר לוא חפצתי לקחתה ונגשה יבמתו אליו לעיני הזקנים וחלצה נעלו מעל רגלו וירקה בפניו וענתה ואמרה ככה יעשה לאיש אשר לוא יבנה את בית אחיהו אש תה לוא וב ו ל ת ה תם וכו א ולוא מכול א רו ביום אשר עד דור ודור א בז ישראל אשר בא עמכם ת לוא ירשתמה מקרה שיא מ ץ כ בן לוא הת ב א הא ת ופים ש ת ל ן לוא ת שמ ל וב נו כ ה א בל ,68,85,0.8,0.047619047619047616,0.7142857142857143,1.1904761904761905,1.1904761904761905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.476190476190476,0.0,0.0,84.0,nonbib,unknown,Temple Scroll,
4Q525,4Q525:f1:1-f2ii+3:9,דבר חכמה נתן ל אלהים ידע חכמה מוסר שכל ם יסף דרך תי לב טהור רגל לשון תמך חק תמך דרך עולה גיל ב נבע דרך אולת דרש בר כף שחר לב מרמה אדם נשג חכמה הלך תורה עליון כון דרך לב אפק יסור נגע רצה נטש עני מצרף עת צוקה עזב שכח יום פחד ענוה נפש געל ב הגה צרה שיח ב כל היה ב שכל שית עין הלך דרך תמם לב אל עטרה פז זהב שית ראש מלך ישב , אשר דבר בחוכמה אשר נתן לו אלוהים לדעת חוכמה ומוסר להשכיל ם להוסיף דרכיה תי בלב טהור ולוא רגל על לשונו אשרי תומכי חוקיה ולוא יתמוכו בדרכי עולה אשרי הגלים בה ולוא יביעו בדרכי אולת אשרי דורשיה בבור כפים ולוא ישחרנה בלב מרמה אשרי אדם השיג חוכמה ויתהלך בתורת עליון ויכן לדרכיה לבו ויתאפק ביסוריה ובנגועיה ירצה תמיד ולוא יטושנה בעוני מצרפו ובעת צוקה לוא יעוזבנה ולוא ישכחנה ביום פחד ובענות נפשו לוא יגעלנה כי בה יהגה תמיד ובצרתו ישוחח בה ובכול היותו בה ישכיל וישיתה לנגד עיניו לבלתי לכת בדרכי יה יחד ויתם לבו אליה ועטרת פז זהב תשית על ראושו ועם מלכים תושיבהו ,82,105,0.6470588235294118,0.8461538461538461,1.3333333333333333,7.6923076923076925,0.0,0.0,7.6923076923076925,0.0,0.0,0.0,0.0,0.0,153.84615384615387,0.4,0.0,13.0,nonbib,,Beatitudes,Wisdom
4Q525,4Q525:f2ii+3:9-f5:10,עטרה פז זהב שית ראש מלך ישב שבט מישרים תוך אח פרד בן שמע מוסר סור חפשי רעה ם ל שוה ב כל יום לקח זהב כסף כל אבן חפץ דמה תאר פנה נצן ארגמן תולעה שני כל בגד זהב פנינים שון כל ק כהן דה ימ כ עזב עת צוקה נסוי ב ד טהרה הלך אמת דרש לב רע דרך שמע דרש לב מרמה חק עזב זר חלק גורל בן נכר חכם שכל מתק ירא אלהים נצר דרך הלך ב חק תוכחת מאס בין פוק , ועטרת פז זהב תשית על ראושו ועם מלכים תושיבהו בשבטו על מישרים ובתוך אחים יפריד ועתה בנים שמעו מוסר ואל תסורו חפשיות רעת ם ו ל ישוה בה כול היום לוא תלקח בזהב או בכסף או עם כול אבני חפצ ידמה בתאר פניהו ונצני ארגמון עם ותולעת שני עם כול בגדי ובזהב ופנינים ו שון כול ק בכוהני דה וימ כ אל תעוזבנה בעת צוקה י נסויה וב דו ועתה טוהרה התהלכו באמת אל תדרשוה בלב רע דרכיה שמעו אל תדרשוה בלב מרמה ובחוקי אל תעזובו לזרים חלקכמה וגורלכמה לבני נכר כי חכמים ישכילו במתק יראי אלוהים יצורו דרכיה ויתהלכו ב חוקיה ובתוכחותיה לוא ימאסו נבונים יפיקו ,87,107,0.7391304347826086,0.4,2.5,2.2222222222222223,0.0,0.0,6.666666666666667,0.0,0.0,0.0,0.0,0.0,44.44444444444444,0.06666666666666667,4.444444444444445,45.0,nonbib,,Beatitudes,Wisdom
4Q525,4Q525:f5:10-f10:5,חק תוכחת מאס בין פוק הלך תמים נטה עולה יסור מאס סבל ערום כרה דרך מעמקים יק נבט אהב אלהים צנע ב דרך ם ה מענה קנא בין רוח תעה ידע רוח מהל ע רך כשל כון יצא גאוה רום כבד כון פה יצר מחשבה רוח טרד יצר מ מזל רוח שפה משפט שחת הון עמ רוח רום אכל שוט רוח ל מה ספר קשב ל כל בן ענוה ישר חטאת תם משפט איב אהב כל בשר צדק אל ,חוקיה ובתוכחותיה לוא ימאסו נבונים יפיקו הולכי תמים יטו עולה וביסוריה לוא ימאסו יסיבלו ערומים יכרו דרכיה ובמעמקיה יק יביטו אוהבי אלוהים יצניעו בה ובדרכי ם ה ים מענה ומקנאת בלוא לבלתי הבן מרוח מתעת לבלתי דעת מרוח מוהלת ע ברך ומכשלת בלוא בלוא נכון ומוצאת בלוא בלוא גאוה ומרימת לוא ומכבדת בלוא בלוא נכון ו פה בלוא מיצר מחשבות מרוח נטרדת ונוצרת בלוא מ ממזל רוח שפתיה משפט משחית הון עמ מרוח מתרממת אוכלת בלוא משוטטות מרוח ל מה מספר ואין ועתה הקשיבו לי כול בני ה וענוה ויושר ולחטאת ולתום משפט אויב ואוהב וכול בשר אל יצדק אל ,80,100,0.36363636363636365,0.13793103448275862,0.967741935483871,1.7241379310344827,0.0,0.0,1.7241379310344827,0.0,0.0,0.0,0.0,0.0,32.758620689655174,2.1,8.620689655172415,58.0,nonbib,,Beatitudes,Wisdom
4Q525,4Q525:f10:5-f14ii:7,משפט איב אהב כל בשר צדק אל יטב יטב ל שוב כל ישראל רעה אדם רב שלום כל ברכה עד מדה הדר כל תמך ב כל הלך תמים כל דרך כל כל רוח ל ל פה נחל רע עין נתן ל נטר שפך דם ב גאוה נחל תכמים כל נחל שמע ל כל בן ארץ ה ל ן נפש תאר נפש כה לב ב כה ת את נחלה ה ו נחלה ת כסא עון במה כנסת לב רום ראש הלל פנה דבר גבר כל הדר חמד כל נגע דרך מוט ברך עת מוט מצא משען , משפט אויב ואוהב וכול בשר אל יצדק אל אם תטיב יטיב לכה ולוא תשוב כול ישראל רעת האדם ורוב שלום עם כול ברכות עד עם מדת הדר לכול תומכי בי לכול הולכים תמים בכול דרכי ולכול עם כול רוחות ל ל ומפיהם תנחל ברעי עין תתן להם יטורו לשפוך דם ב גאוה תנחל ובתכמיה כול נוחליה ועתה שמעו לי כול בני ארץ ה ל ן פתאם נפשכה תוארכה נפש כה לב ב כה ת אתכה נחלתכה ה ו נחלתכה בת על כסא עון ועל במות כנסתם בלבם וירימו רואשכה תהלל ומפני דברך יתגברו בכול הדר ונחמד בכול נגע בדרכיכה בל תתמוטט תתברך בעת מוטך תמצא משען ,96,106,1.0,0.3230769230769231,2.05,1.5384615384615385,0.0,0.0,1.5384615384615385,0.0,0.0,0.0,0.0,0.0,20.0,0.3333333333333333,1.5384615384615385,65.0,nonbib,,Beatitudes,Wisdom
4Q525,4Q525:f14ii:7-f14ii:23,ברך עת מוט מצא משען בוא חרפה שנא שנא ספף לב ענג אלהים חנף יצא מרחב רגל במה איב דרך אהב אלהים כל לב כל נפש חלץ כל רע בוא פחד ירש מלא טוב יום רב שלום הלך נחל כבוד ספה מנוחה עד נחל כל תלמוד הלך כל ידע יש אבל דרך זכר היה טוב בין שמע ל שים לב אמר פה פוק דעת בטן גויה הגה ענוה צדק יצא אמר נתן שוב דבר רע כון ל פה שמע ענה כמו יצא ב שמר ל שפך שיח שמע מלה קשב ,תתברך בעת מוטך תמצא משען ובל תבואכה חרפת שונא ו יחד ומשנאיכה ישסתופפו לבכה והתענגתה על אלוהים בהחניפתםה ויוציאכה למרחב רגלכה ועל במותי אויביכה תדרוך ותאהוב אלוהים בכול לבכה ובכול נפשכה וחלצכה מכול רע ואל יבואכה פחד יורישך ימלא בטוב ימיכה וברוב שלום תתהלך תנחל כבוד ואם נספיתה למנוחות עד ינחלוה כול ובתלמודכה יתהלכו יחד כול יודעיכה יש יחד יאבלו ובדרכיכה יזכרוכה והייתה טוב ועתה מבין שמעה לי ושים לבכה לאמרי פי הפק דעת לבטנכה ובגויתכה הגה בענות צדק הוצא אמריכה ואל תתן אל תשובב בדברי רעיכה פן יכין לכה ולפי שומעכה ענה כמוהו היוצא בו השמר לכה ואל תשפוך שיח טרם תשמע את מליהם הקשיבה ,91,106,1.3636363636363635,0.8823529411764706,0.9285714285714286,5.88235294117647,5.88235294117647,0.0,41.17647058823529,0.0,0.0,0.0,0.0,0.0,135.29411764705884,0.12,11.76470588235294,17.0,nonbib,,Beatitudes,Wisdom
4Q525,4Q525:f14ii:23-f16:5,שפך שיח שמע מלה קשב מאד פנה שמע אמר שוב דבר ארך אף יצא ענה כון תוך שר בש שפה מתקל לשון שמר מאד גו לכד שפה יקש לשון דבר תופלה תועבה מן פתל חשך אפל אגר ריש מסכנות פתן הלך אל בוא רום שרף חלחלה דלל פתן עליון ב יצב אררה נצח חמה תנין צפע ב עוף רשף מות מבוא צע ירש סוד להב גפרית מכונה אש דלת כלמה חרפה מנעול צום שחת נשג ארח חיים בוא פצע שרף מות ה שרה ב תעה בין מוקש טמן איש דם מות ,תשפוך שיח טרם תשמע את מליהם הקשיבה מואדה לפנים שמע אמרם ואחר תשיב בדברי ובארך אפים הוציאם וענה נכון בתוך שרים ובש בשפתיכה ומתקל לשון השמר מואדה בגו פן תלכד בשפתותיכה ונוקשתה יחד בלשון דברי תופלה אשר תועבות ממני ונפתלו חשך אופל אגר ריש ובמסכנות פתנים ב ותהלך אליו תבוא רומ שרף ובחלחלה ידולל פתן בעליון בו יתיצבו אררות נצח וחמת תנינים צפע ובו יעופפו רשפי מות במבואו תצע יורישך סודו להבי גופרית ומכונתו אש דלתותיו כלמות חרפה מנעוליו צומי שחת לוא ישיגו אורחות חיים תבוא פצועי שרף יומתו ה השריתה בה תעו נבונים ומוקשים הטמינו איש דמים המיתו ,92,99,0.4642857142857143,0.3939393939393939,1.5555555555555556,0.0,3.0303030303030303,0.0,12.121212121212121,0.0,0.0,0.0,0.0,0.0,45.45454545454545,0.13043478260869565,24.242424242424242,33.0,nonbib,,Beatitudes,Wisdom
4Q525,4Q525:f16:5-f23:2,דם מות מעל עשק בית דלת ר פחם מלא כזב חמה תנין מסס גבר סביב זהר אור א תה א ל יקש שקוץ קום נדה לב ילד היה שמחה אלהים משטמה עון זה ראש ה הלך דרך שלום קרא שמע מחשך רפא זעם אלהים תמ רשע שמע זמה בחר ע ב רום הלך דים גלל סאון חרב מקור מקור קבץ חרון ארך אף כון זעם מה עשה זמה בוא אל ה לין ל רשע גלל הדר קבץ חרון שוב מ אחז תכמים פנה אלהים נדד יום חרץ ,דמים המיתו במעל ועשק בית ודלתות ריו פחם מלאו כזבים חמת תנין המסתה גבר סביב בזהר אור וא תה א ל תוקש בשקוצי קמתה ובנדת לב נולדים תהיה שמחה ות אלוהים המשטמה על העוון הזה ובראש ה להולכי דרך שלום תקרא ולהשמיע מחשכים ואתרפ זעומי אלוהים תמ רשעים תשמיעם וזמה תבחר ע בו יתרוממו ויתהלכו דים המגוללים בסאון רבו מקורה מקור בקבוץ חרון ובארך אפים נכון וזעמ מה עושי זמה בואו אלי ה התלוננו יחד ול רשע יתגוללו הלוא בהדריו אקבוץ חרון ישובון ובמ אחזו תכמי מלפני אלוהים אתנודד וביום נחרצת ,88,91,0.16666666666666666,0.05813953488372093,1.2857142857142858,4.651162790697675,0.0,0.0,1.1627906976744187,0.0,0.0,0.0,0.0,0.0,16.27906976744186,0.5294117647058824,5.813953488372093,86.0,nonbib,,Beatitudes,Wisdom
4Q525,4Q525:f23:2-f27:4,נדד יום חרץ ירד ירכה בור כור חרון אני חכם צוה אל איש ערמה בעד דעת חכמה הפך הגה אמר געל איש לצון צדק צור מכשול זעם אל דבר א ר חות בין נבע אמר לבב אזן ל רמיה כון שתה מים בור בית בית בית שכן ה עולם צעד אסף קבץ שרף כל שתה באר מים מעין את בן בליעל זקן הלך היה זלל סבא מאומה כיס ב שחת חמס ענק הדר אבנט שש ט ענוה ם הלך ך יע איש תמים ,אתנודד וביום נחרצת ולרדת אל ירכתי בור ול בכור חרון כי אני חכם כאשר צוה אל באנשי ערמת בעדם מדעת חוכמה הפך פן יהגו באמרי געלתי ובאנשי לצון צדק וכצור מכשול כי זעמני אל ודבר א ר חות י ונבון תביע אמרה לבב האזינו לי ורמיה אשר הכינותי ושתו מי בור כי ביתי בית ביתי שוכן בה עולם יצעדו אוספיו יקבוצו שרף וכול שות באר מימי מעין את בני בליעל מזקינים תהלך אל תהי זולל וסובא ומאומה אין בכיס פתאום ב משחית כחומס ענקי הדר אבנט שש ט י ענוה י ם תתהלך ך ולוא יע אנשי תמים ,84,98,0.6818181818181818,0.2631578947368421,1.52,0.0,0.0,0.0,3.508771929824561,0.0,0.0,0.0,0.0,0.0,29.82456140350877,0.6666666666666666,3.508771929824561,57.0,nonbib,,Beatitudes,Wisdom
4Q525,4Q525:f27:4-f48:3,איש תמים ברר איש מים צור יד חזק ברזל עפרת שוב עול לפ מ רגל חזק משכן אלהים כל תעודה חסד כל דור שמע מלה ת מלא כלא תרבית מש פשע נצל מות ם נחל ירא א מש לש ל מסך ל הש ש מה ח מנכה מ ים יום פנה זה ל היה תרומה יני עול ה מ שמר זה ל ת בן עש יש רוח ה , אנשי תמים הבר א וכמי צור יד חזק מ ברזל ועופרת שוב עול ו לפ מ רגל והתחזקו במשכנותי האלוהים עם כול התעודה בחסד ו לכול דורות ועתה שמעו מלי תי המלאים כלא תרבית מש פשע ותצילנ ממות ם תנחלו לוא תיראו א מש ולש ל מסכתי לי הש שיכה מה ח מנכה מ ים היום לפנים הזואת ל היה תרומ יני יעולו ה מ למען ישמור זה ול ת בן עש יש רוח ה יו ,69,76,0.35294117647058826,0.05357142857142857,2.272727272727273,4.464285714285714,0.0,0.0,0.8928571428571428,0.0,0.0,0.0,0.0,0.0,8.035714285714286,0.0,0.0,112.0,nonbib,,Beatitudes,Wisdom
11Q11,11Q11:f1:1-3:2,וה כב א ם ע דם סוכ לם ה יך ב שבעים ל מים אחד ת ריק בכה שבועה יהוה תנין ארץ שבע ב זה שד ישב שם ה שלמה קרא רוח שד אלה שד שר משטמה ל תהום ך לש גדול וה עם תו רפואה שם שען קרא ישראל חזק יהוה אלהים אל עשה שמים ארץ כל ב בדל אור חשך עד תה תהום ארץ ארץ מי עשה אות , וה כב הא ם ע דם סוכות לם ו ה ת יך ב את שבעים ל למים אחת ת וריק ובוכהו שבועה ביהוה תנין את הארץ משביע את ב הזואת את השד ישב שם ה שלומה ויקרא הרוחות והשדים אלה השדים ושר המשטמה אשר ל תהום ך לש הגדול והי עמו ת ו רפואה על שמך נשען וקרא ישראל החזק ביהוה אלוהי אלים אשר עשה את השמים ואת הארץ ואת כול אשר בם אשר הבדיל בין האור ובין החושך עד תה התהומות הארץ ו הארץ מי עשה את האותות ,71,89,0.09090909090909091,0.025974025974025976,3.111111111111111,20.77922077922078,10.38961038961039,0.0,2.5974025974025974,0.0,0.0,0.0,0.0,0.0,14.285714285714285,0.125,1.2987012987012987,77.0,nonbib,,apocryphal psalms,
11Q11,11Q11:3:2-4:4,ארץ ארץ מי עשה אות מופת אלה ארץ יהוה הוא עשה אלה גבורה שבע כל מלאך כל זרע קדש יצב פנה עוד כל שמים כל ארץ ב עשה כל איש חטא כל אדם רשע הם ידע רז פלא אין ה ירא פנה יהוה ל הרג נפש יהוה ירא מכה גדול זה רדף אחד מן אלף עבד יהוה גדול רת גדול שבע גדול ב תקיף ר כל ארץ שמים נכה יהוה מכה גדול אבד ,הארץ ו הארץ מי עשה את האותות ואת המופתים האלה בארץ יהוה הואה אשר עשה את האלה בגבורתו משביע לכול מלאכיו ואת כול זרע הקודש אשר התיצבו לפניו ויעיד את כול השמים ואת כול הארץ בהם אשר יעשו על כול איש חטא ועל כול אדם רשע והם יודעים רזי פלאו אשר אינם ה אם לוא ייראו מלפני יהוה ל ולהרוג נפש יהוה וייראו את המכה הגדולה הזואת וירדף אחד מכם אלף עבדי יהוה גדולה ו רת וגדול משביע והגדול ב תקיף ור כול הארץ השמים ו יככה יהוה מכה גדולה אשר לאבדך ,74,92,0.6470588235294118,0.6470588235294118,2.75,88.23529411764706,41.17647058823529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.11764705882352,0.5,0.0,17.0,nonbib,,apocryphal psalms,
11Q11,11Q11:4:4-5:7,נכה יהוה מכה גדול אבד חרון אף שלח על מלאך תקיף עשה כל דבר רחמים על כל אלה ירד תהום רב שאול תחתי מי כב חשך תהום רב מאד ארץ עולם א קללה אבדון חרון אף יהוה חשך כל תעודה תענית מתנה ל ה ד פגע נדב א רפאל שלם דוד לחש שם יהוה קרא כל עת שמים בוא אל לילה אמר אל מי אתה ילוד אדם זרע קדוש פנה פנה שוא קרן קרן חלום חשך אתה אור ,יככה יהוה מכה גדולה אשר לאבדך ובחרון אפו ישלח עליך מלאך תקיף לעשות כול דברו אשר בלוא רחמים עליך אשר על כול אלה אשר יורידוך לתהום רבה ולשאול התחתיה ומי כב וחשך בתהום רבה מואדה לוא עוד בארץ עד עולם וא בקללת האבדון חרון אף יהוה בחושך בכול תעודות תעניות מתנתך ל ה ה ד אשר הפגועים נדבי א רפאל שלמם אמן אמן סלה לדויד על לחש בשם יהוה קרא בכול עת אל השמים כי יבוא אליך בלילה ואמרתה אליו מי אתה הילוד מאדם ומזרע הקדושים פניך פני שוו וקרניך קרני חלום חושך אתה ולוא אור ,79,96,0.6190476190476191,0.5652173913043478,5.571428571428571,30.434782608695656,0.0,0.0,4.3478260869565215,0.0,0.0,0.0,0.0,0.0,43.47826086956522,0.75,4.3478260869565215,23.0,nonbib,,apocryphal psalms,
11Q11,11Q11:5:7-6:6,שוא קרן קרן חלום חשך אתה אור עול צדקה שר צבא יהוה ירד שאול תחתי סגר דלת נחשת אלה עבר אור אור ל שמש זרח צדיק אמר צדיק בוא רעע ל שד אמת מח צדקה ל ל ל ה ג ד ל ין תו יה יה עולם כל בן בליעל דוד ישב סתר עליון צל שדי לין אמר יהוה מחסה מצודה אלהים מבטח בטח ב הוא נצל פח יקוש דבר הוה אברה סכך ל כנף שכן חסד על צנה סחרה אמת ירא ,שוו וקרניך קרני חלום חושך אתה ולוא אור עול ולוא צדקה שר הצבא יהוה יורידך לשאול תחתית ויסגור דלתי נחושת באלה לוא יעבור אור ולוא יאיר לך השמש אשר יזרח על הצדיק לה ואמרתה ה הצדיק לבוא הרע לו שד אמת מח אשר הצדקה לו ול ל ה ג ד ל ין תו יה יה לעולם את כול בני בליעל אמן אמן סלה לדויד יושב בסתר עליון בצל שדי יתלונן האומר ליהוה מחסי ומצודתי אלוהי מבטח אבטח בו כי הואה יצילך מפח יקוש מדבר הוות באברתו יסך לך ותחת כנפיו תשכון חסדו עליך צנה וסוחרה אמתו סלה לוא תירא ,83,99,0.38095238095238093,0.4,2.4285714285714284,30.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.00000000000001,0.2727272727272727,0.0,20.0,nonbib,,apocryphal psalms,
11Q11,11Q11:6:6-6:15,כנף שכן חסד על צנה סחרה אמת ירא פחד לילה חץ עוף קטב שדד צהרים דבר אפל הלך נפל צד אלף רבבה ימין אל נגע נבט עין ראה שלום רשע קרא מחסה ת מחמד ראה רעה נגע נגע אהל מלאך צוה ל שמר דרך כף נשא נגף אבן רגל פתן אפעה דרך רמס כפיר תנין יהוה חשק פלט שגב ראה ישועה ענה ,כנפיו תשכון חסדו עליך צנה וסוחרה אמתו סלה לוא תירא מפחד לילה מחץ יעוף יומם מקטב ישוד צהרים מדבר באפל יהלך יפול מצדך אלף ורבבה מימינך אליך לוא יגע רק תביט בעיניך ותראה שלום רשעים קראת מחסך ת מחמדו לוא תראה רעה ולוא יגע נגע באהליך כי מלאכיו יצוה לך לשומרך בדרכיך על כפים ישאונך פן תגוף באבן רגלך על פתן ואפעה תדרוך תרמוס כפיר ותנין ביהוה חשקתה ויפלטך וישגבך ויראך בישועתו סלה ויענו אמן אמן סלה ,63,77,0.125,0.25,1.0555555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,0.0,0.0,8.0,nonbib,,apocryphal psalms,
11Q12,11Q12:f1:1-f1:10,ידע יצא פנה יהוה אלהים כל חטאת עשה שמים ארץ אור חשך כל היה אדם אשה אבל הבל ארבע שבוע ארבע שבוע חמישי שמח ידע אדם שני אשה ילד ל בן קרא שם שת אמר שית ל יהוה זרע ארץ אחר הבל הרג קין שבוע ששי ילד אזורה בת לקח קין אחות און ל אשה ילד ל חנוך קץ יובל רביעי שנה אחד שבוע ראשון יובל חמישי בנה בית ארץ בנה קין עיר קרא שם שם בן חנוך אדם , הודענו בצאתנו לפני יהוה אלוהינו את כול החטאות אשר יעשו בשמים ובארץ ובאור ובחושך ובכול והיו אדם ואשתו מתאבלים על הבל ארבע שבועות ובארבעה לשבוע החמישי שמחו וידע אדם שנית את אשתו ותלד לו בן ויקרא את שמו שת כיא אמר שת לנו יהוה זרע בארץ אחר תחת הבל כיא הרגו קין בשבוע הששי הוליד את אזורה בתו ויקח קין את אחותו און לו לאשה ותלד לו את חנוך בקץ היובל הרביעי ובשנת אחת לשבוע הריאשון ליובל החמישי נבנו הבתים בארץ ויבן קין עיר ויקרא את שמה כמו שם בנו חנוך ואדם ,80,92,0.2,4.0,2.4375,1200.0,700.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,1800.0,0.06666666666666667,200.0,1.0,nonbib,non_sectarian_texts,Book_of_Jubilees,
11Q12,11Q12:f1:10-f4:1,בנה קין עיר קרא שם שם בן חנוך אדם ידע חוה אשה ילד תשע בן שבוע חמישי לקח אנוש אחות נעם ל אשה ילד ל בן שנה שלישי שבוע חמישי קרא שם קינן קץ יובל שמיני לקח ל קינן אשה אחות מהללת אשה ילד ל בן יובל תשיעי שבוע ראשון שלש שבוע רביעי יובל זה ילד ל בן שבוע חמישי שנה רביעי יובל קרא שם חנוך זה ראשון כתב ספר אות שמים חק חדש ידע בן ,ויבן קין עיר ויקרא את שמה כמו שם בנו חנוך ואדם ידע את חוה אשתו ותלד עוד תשעה בנים ובשבוע החמישי לקח אנוש את אחותו נועם לו לאשה ותלד לו בן בשנה השלישית לשבוע החמישי ויקרא שמו קינן ובקץ היובל השמיני לקח לו קינן אשה את אחותו מהללת לאשה ותלד לו בן ביובל התשיעי בשבוע הריאשון בשלושה לשבוע הרביעי ליובל הזה ותלד לו בן בשבוע החמישי בשנה הרביעית ליובל ויקרא את שמו חנוך זה ריאשון ויכתוב בספר אותות השמים כחוק חודשיהמה למען ידעו בני ,77,84,0.13043478260869565,-1.0,2.769230769230769,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,nonbib,non_sectarian_texts,Book_of_Jubilees,
11Q12,11Q12:f4:1-f7:2,כתב ספר אות שמים חק חדש ידע בן אדם תקופה שנה חקה כל חדש ראשון הוא כתב תעודה עוד בן אדם דור ארץ שבוע יובל ראשון קבר אדמה חסר ל שבעים שנה אלף שנה אלף שנה יום אחד תעודה שמים כתב עץ דעת יום אכל מן מות כלה שנה יום זה מות ב מלא יובל זה מות קין אחרי שנה היא נפל בית על מות בית מות אבן ל בן אלה נפילים רבה חמס ארץ כל בשר שחת דרך אדם בהמה חיה עוף כל רמש ,ויכתוב בספר אותות השמים כחוק חודשיהמה למען ידעו בני אדם תקופות השנים כחוקות לכול חודשיהמה ריאשון הואה כתב תעודה ויעד בבני אדם בדורות הארץ שבועות היובלים ריאשון נקבר באדמה ויחסרו לו שבעים שנה מאלף השנים כיא אלף השנים יום אחד בתעודת השמים לכן נכתב על עץ הדעת כיא ביום אכלכם ממנו תמותו על כן לא כלה את שני היום הזה כיא ימות בו במלא היובל הזה הומת קין אחריו בשנה ההיאה ויפול ביתו עליו וימות בביתו ויומת באבניו כיא להמה בנים ואלה הנפילים וירב חמס בארץ וכול בשר השחית דרכו מאדם עד בהמה ועד חיה ועד עוף ועד כול הרומש ,86,100,0.4,12.0,2.388888888888889,1600.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,1600.0,0.125,400.0,1.0,nonbib,non_sectarian_texts,Book_of_Jubilees,
11Q12,11Q12:f7:2-f9:3,אדם בהמה חיה עוף כל רמש ארץ כל שחת דרך חקה חלל אכל איש רע רבה חמס ארץ כל שים דם בשר קרבן מזבח כל עלה עלה מזבח עלה מנחה קרבן רצון פנה יהוה אלהים תרח אב חרן שנים שבוע שנה שבוע ששי חמש ב ישב אברם לילה ראש חדש שביעי נבט כוכב ערב בקר ראה מה מעשה שנה גשם היה הוא ישב בד נבט בוא דבר לב אמר כל אות כוכב היה שבע שבוע ששי דבר אב נגד ל הוא יצא חרן הלך ארץ ,מאדם עד בהמה ועד חיה ועד עוף ועד כול הרומש על הארץ וכולם השחיתו דרכם וחקתם ויחלו לאכול איש את רעהו וירב חמס בארץ וכול וישם מדמו על בשר הקרבן אשר על המזבח וכל עולותהם יעל על המזבח ותעל מנחתם וקורבנם לרצון לפני יהוה אלהיו ו עם תרח אביו בחרן שני שבועי שנים ובשבוע הששי בחמשה בו ישב אברם בלילה בראש החודש השביעי להביט אל הכוכבים מערב עד בקר לראות מה מעשה השנה בגשמים ויהי הואה יושב לבדו ומביט ויבוא דבר בלבו ויאמר כול אותות הכוכבים ויהי בשבעה לשבוע הששי וידבר עם אביו ויגד לו כיא הוא יוצא מחרן ללכת ארצה ,86,101,0.4166666666666667,0.8333333333333334,1.8571428571428572,116.66666666666667,8.333333333333332,0.0,41.66666666666667,41.66666666666667,0.0,0.0,0.0,0.0,183.33333333333331,0.6153846153846154,0.0,12.0,nonbib,non_sectarian_texts,Book_of_Jubilees,
