N,C Ph,Ref,JBD,NoG CPh,NoG Rec ,NoG Reg,Quant mid,Quant pre,Aff pron,Aff conj,Aff prep,Po,Pr,Mult Rec ,Mult regs,Rec part Pas,Rec part pf,Rec part pm,Rec part sf,Rec  part sm,Reg part Pas,Reg part pf,Reg  pm,Reg  sf, Reg  sm,צורת הסמיכות,C Ph
2407,וצור ישועתי,Psalms 89:27,,,,,,,V,V, ,V,,,,,,,,,,,,,,,
2408,למלכי ארץ,Psalms 89:28,,,,,,,,,V,V,,,,,,,,,,,,,,,
2409,כימי שמים,Psalms 89:30,,,,,,,,,V,V,,,,,,,,,,,,,,,
2410,ומוצא שפתי,Psalms 89:35,,,,,,,V,V, ,V,,,,,,,,,,,,,,,
2411,ברית עבדך,Psalms 89:40,,,,,,,V,, ,V,,,,,,,,,,,,,,,
2412,כל עברי דרך,Psalms 89:42,,,,,, ,V,,,V,,,,,,,,,,,,,,,
2413,ימין צריו,Psalms 89:43,,,,,, ,V,, ,V,,,,,,,,,,,,,,,
2414,צור חרבו,Psalms 89:44,,,,,, ,V,, ,V,,,,,,,,,,,,,,,
2415,ימי עלומיו,Psalms 89:46,,,,,, ,V,, ,V,,,,,,,,,,,,,,,
2416,כל בני אדם,Psalms 89:48,,,,, ,V,,,,V,,,,,,,,,,,,,,,
2417,מיד שאול,Psalms 89:49,,,,,,,,,V,V,,,,,,,,,,,,,,,
2418,חרפת עבדיך,Psalms 89:51,,,,,,,V,, ,V,,,,,,,,,,,,,,,
2419,עקבות משיחך,Psalms 89:52,,,,,,,V,, ,V,,,,,,,,,,,,,,,
2420,גאולי יהוה,Psalms 107:2,,,יהוה,,,,,,,V,,,,,,,,,V,,V,, ,,
2421,בִּישִׁימֹ֣ון דָּ֑רֶךְ,Psalms 107:4,,,,,,,,,V,V,,,,,,,,,,,,,,,
2422,עִ֥יר מֹ֝ושָׁ֗ב ,Psalms 107:4,,,,,,,,,,V,,,,,,,,,,,,,,,
2423,עִ֥יר מֹושָֽׁב,Psalms 107:7,,,,,,,,,,V,,,,,,,,,,,,,,,
2424,לִבְנֵ֥י אָדָֽם,Psalms 107:8,,,,,,,,,V,V,,,,,,,,,,,,,,,
2425,יֹ֭שְׁבֵי חֹ֣שֶׁךְ וְצַלְמָ֑וֶת,Psalms 107:10,,,,,,,,,,V,,2, ,,,,,,,,V,, ,,
2426,אֲסִירֵ֖י עֳנִ֣י וּבַרְזֶֽל,Psalms 107:10,,,  ,,,,,,,V,,2, ,,,,,,,,,,,,
2427,אִמְרֵי־אֵ֑ל,Psalms 107:11,,,אל,,,,,,,V,,,,,,,,,,,,,,,
2428,וַעֲצַ֖ת עֶלְיֹ֣ון,Psalms 107:11,,,,,,,,V, ,V,,,,,,,,,,,,,,,
2429,לִבְנֵ֥י אָדָֽם,Psalms 107:15,,,,,,,,,V,V,,,,,,,,,,,,,,,
2430,דַּלְתֹ֣ות נְחֹ֑שֶׁת,Psalms 107:16,,,,,,,,,,V,,,,,,,,,,,,,,,
2431,וּבְרִיחֵ֖י בַרְזֶ֣ל,Psalms 107:16,,,,,,,,V, ,V,,,,,,,,,,,,,,,
2432,מִדֶּ֣רֶךְ פִּשְׁעָ֑ם,Psalms 107:17,,,,,,,V,,V,V,,,,,,,,,,,,,,,
2433,שַׁ֥עֲרֵי מָֽוֶת,Psalms 107:18,,,,,,,,,,V,,,,,,,,,,,,,,,
2434,לִבְנֵ֥י אָדָֽם,Psalms 107:21,,,,,,,,,V,V,,,,,,,,,,,,,,,
2435,זִבְחֵ֣י תֹודָ֑ה,Psalms 107:22,,,,,,,,,,V,,,,,,,,,,,,,,,
2436,יֹורְדֵ֣י הַ֭יָּם,Psalms 107:23,,,,,,,,,,V,,,,,,,,,,,V,, ,,
2437,עֹשֵׂ֥י מְ֝לָאכָ֗ה,Psalms 107:23,,,,,,,,,,V,,,,,,,,,,,V,, ,,
2438,מַעֲשֵׂ֣י יְהוָ֑ה,Psalms 107:24,,,יהוה,,,,,,,V,,,,,,,,,,,,,,,
2439,מְחֹ֥וז חֶפְצָֽם,Psalms 107:30,,,,,,,V,, ,V,,,,,,,,,,,,,,,
2440,לִבְנֵ֥י אָדָֽם,Psalms 107:31,,,,,,,,,V,V,,,,,,,,,,,,,,,
2441,בִּקְהַל־עָ֑ם,Psalms 107:32,,,,,,,,,V,V,,,,,,,,,,,,,,,
2442,וּבְמֹושַׁ֖ב זְקֵנִ֣ים,Psalms 107:32,,,,,,,,V,V,V,,,,,,,,,,,,,,,
2443,וּמֹצָ֥אֵי מַ֗֝יִם,Psalms 107:32,,,,,,,,V, ,V,,,,,,,,,,,V,, ,,
2444,אֶ֣רֶץ פְּ֭רִי,Psalms 107:34,,,,,,,,,,V,,,,,,,,,,,,,,,
2445,מֵ֝רָעַ֗ת יֹ֣שְׁבֵי בָֽהּ,Psalms 107:34,?,,,,,,,,,V,,,,,,V,,,,,V,, ,,
2446,לַֽאֲגַם־מַ֑יִם,Psalms 107:35,,,,,,,,,V,V,,,,,,,,,,,,,,,
2447,וְאֶ֥רֶץ צִ֝יָּ֗ה,Psalms 107:35,,,,,,,,V, ,V,,,,,,,,,,,,,,,
2448,לְמֹצָ֥אֵי מָֽיִם,Psalms 107:35,,,,,,,,,V,V,,,,,,,,,,,V,, ,,
2449,עִ֣יר מֹושָֽׁב,Psalms 107:36,,,,,,,,,,V,,,,,,,,,,,,,,,
2450,פְּרִ֣י תְבֽוּאָה,Psalms 107:37,,,,,,,,,,V,,,,,,,,,,,,,,,
2451,מֵעֹ֖צֶר רָעָ֣ה וְיָגֹֽון,Psalms 107:39,,,,,,,,,,V,,2, ,,,,,,,,,,,,
2452,חַֽסְדֵ֥י יְהוָֽה,Psalms 107:43,,,יהוה,,,,,,,V,,,,,,,,,,,,,,,
2453,וְעֵ֖מֶק סֻכֹּ֣ות,Psalms 108:8,,,,,,,,,V,V,,,,,,,,,,,,,,,
2454,מָעֹ֣וז רֹאשִׁ֑י,Psalms 108:9,,,,,,,V,, ,V,,,,,,,,,,,,,,,
2455,סיר רחצי,Psalms 108:10,?,,,,,,,,,,,,,,,,,,,,,,,,
2456,עִ֣יר מִבְצָ֑ר,Psalms 108:11,,,,,,,,,,V,,,,,,,,,,,,,,,
2457,תְּשׁוּעַ֥ת אָדָֽם,Psalms 108:13,,,,,,,,,,V,,,,,,,,,,,,,,,
2458,אֱלֹהֵ֥י תְ֝הִלָּתִ֗י ,Psalms 109:1,,,אלהי תהלתי,,,,V,,,V,,,,,,,,,,,,,,,
2459,פִ֪י רָשָׁ֡ע,Psalms 109:2,,,,,,,,,,V,,,,,,,,,,,,,,,
2460,וּֽפִי־מִ֭רְמָה,Psalms 109:2,,,,,,,,V, ,V,,,,,,,,,,,,,,,
2461,לְשֹׁ֣ון שָֽׁקֶר,Psalms 109:2,,,,,,,,,,V,,,,,,,,,,,,,,,
2462,וְדִבְרֵ֣י שִׂנְאָ֣ה,Psalms 109:3,,,,,,,,V, ,V,,,,,,,,,,,,,,,
2463, עֲוֹ֣ן אֲ֭בֹתָיו,Psalms 109:14,,,,,,,V,, ,V,,,,,,,,,,,,,,,
2464,וְחַטַּ֥את אִ֝מֹּ֗ו,Psalms 109:14,,,,,,,V,V, ,V,,,,,,,,,,,,,,,
2465, פְּעֻלַּ֣ת שֹׂ֭טְנַי,Psalms 109:20,,,,,,,V,, ,V,,,,,,V,,,,,,, ,,
2466,מִשֹּׁפְטֵ֥י נַפְשֹֽׁו,Psalms 109:31,,,,,,,V,, ,V,,,,,,,,,,,V,, ,,
2467,מַטֵּֽה־עֻזְּךָ֗,Psalms 110:2,,,,,,,V,, ,V,,,,,,,,,,,,,,,
2468,בְּיֹ֪ום חֵ֫ילֶ֥ךָ,Psalms 110:3,,,,,,,V,,V,V,,,,,,,,,,,,,,,
2469,בְּֽהַדְרֵי־קֹ֖דֶשׁ,Psalms 110:3,,,,,,,,,V,V,,,,,,,,,,,,,,,
2470,טַ֣ל יַלְדֻתֶֽיךָ,Psalms 110:3,,,,,,,V,, ,V,,,,,,,,,,,,,,,
2471,בְּיֹום־אַפֹּ֣ו,Psalms 110:5,,,,,,,V,,V,V,,,,,,,,,,,,,,,
2472,בְּסֹ֖וד יְשָׁרִ֣ים וְעֵדָֽה,Psalms 111:1,,,,,,,,,V,V,,2, ,,,,,,,,,,,,
2473,מַעֲשֵׂ֣י יְהוָ֑ה,Psalms 111:2,,,יהוה,,,,,,,V,,,,,,,,,,,,,,,
2474,כֹּ֣חַ מַ֭עֲשָׂיו,Psalms 111:6,,,,,,,V,, ,V,,,,,,,,,,,,,,,
2475,נַחֲלַ֥ת גֹּויִֽם,Psalms 111:6,,,,,,,,,,V,,,,,,,,,,,,,,,
2476,מַעֲשֵׂ֣י יָ֭דָיו,Psalms 111:7,,,,,,,V,, ,V,,,,,,,,,,,,,,,
2477,רֵ֘אשִׁ֤ית חָכְמָ֨ה,Psalms 111:10,,,,,,,,,,V,,,,,,,,,,,,,,,
2478,יִרְאַ֬ת יְהוָ֗ה ,Psalms 111:10,,,יהוה,,,,,,,V,,,,,,,,,,,,,,,
2479, דֹּ֭ור יְשָׁרִ֣ים,Psalms 112:2,,,,,,,,,,V,,,,,,,,,,,,,,,
2480,לְזֵ֥כֶר עֹ֝ולָ֗ם,Psalms 112:6,,,,,,,,,V,V,,,,,,,,,,,,,,,
2481,תַּאֲוַ֖ת רְשָׁעִ֣ים,Psalms 112:10,,,,,,,,,,V,,,,,,,,,,,,,,,
2482,עַבְדֵ֣י יְהוָ֑ה,Psalms 113:1,,,יהוה,,,,,,,V,,,,,,,,,,,,,,,
2483,שֵׁ֥ם יְהוָֽה,Psalms 113:1,,,יהוה,,,,,,,V,,,,,,,,,,,,,,,
2484,שֵׁ֣ם יְהוָ֣ה,Psalms 113:2,,,יהוה,,,,,,,V,,,,,,,,,,,,,,,
2485,מִמִּזְרַח־שֶׁ֥מֶשׁ,Psalms 113:3,,,,,,,,,V,V,,,,,,,,,,,,,,,
2486,שֵׁ֣ם יְהוָֽה,Psalms 113:3,,,יהוה,,,,,,,V,,,,,,,,,,,,,,,
2487,נְדִיבֵ֥י עַמֹּֽו,Psalms 113:8,,,,,,,V,, ,V,,,,,,,,,,,,,,,
2488,אֵֽם־הַבָּנִ֥ים,Psalms 113:9,,,,,,,,,,V,,,,,,,,,,,,,,,
2489,בֵּ֥ית יַ֝עֲקֹ֗ב,Psalms 114:1,,,,,,,,,,V,,,,,,,,,,,,,,,
2490,כִּבְנֵי־צֹֽאן,Psalms 114:4,,,,,,,,,V,V,,,,,,,,,,,,,,,
2491,כִּבְנֵי־צֹֽאן,Psalms 114:6,,,,,,,,,V,V,,,,,,,,,,,,,,,
2492,אֱלֹ֣והַּ יַעֲקֹֽב,Psalms 114:7,,,אלוה יעקב,,,,,,,V,,,,,,,,,,,,,,,
2493,אֲגַם־מָ֑יִם,Psalms 114:8,,,,,,,,,,V,,,,,,,,,,,,,,,
2494,מַ֝עֲשֵׂ֗ה יְדֵ֣י אָדָֽם,Psalms 115:4,,,,,,,,,,V,,,2,,,,,,,,,,,,
2495, בֵּ֣ית אַ֭הֲרֹן,Psalms 115:10,,,,,,,,,,V,,,,,,,,,,,,,,,
2496,בֵּ֣ית יִשְׂרָאֵ֑ל,Psalms 115:12,,,,,,,,,,V,,,,,,,,,,,,,,,
2497,בֵּ֥ית אַהֲרֹֽן,Psalms 115:12,,,,,,,,,,V,,,,,,,,,,,,,,,
2498,יִרְאֵ֣י יְהוָ֑ה,Psalms 115:13,,,יהוה,,,,,,,V,,,,,,,,,,,V,, ,,
2499,עֹ֝שֵׂ֗ה שָׁמַ֥יִם וָאָֽרֶץ,Psalms 115:15,,,,,,,,,,V,,2, ,,,,,,,,,,V,,
2500,לִבְנֵי־אָדָֽם,Psalms 115:16,,,,,,,,,2,V,,,,,,,,,,,,,,,
2501,כָּל־יֹרְדֵ֥י דוּמָֽה,Psalms 115:17,,,,,,V,,,,V,,,,,,,,,,,V,, ,,
2502,חֶבְלֵי־מָ֗וֶת,Psalms 116:3,,,,,,,,,,V,,,,,,,,,,,,,,,
2503,וּמְצָרֵ֣י שְׁאֹ֣ול,Psalms 116:3,,,,,,,,V, ,V,,,,,,,,,,,,,,,
2504,וּבְשֵֽׁם־יְהוָ֥ה,Psalms 116:4,,,יהוה,,,,,V,V,V,,,,,,,,,,,,,,,
2505,בְּ֝אַרְצֹ֗ות הַֽחַיִּֽים,Psalms 116:9,,,,,,,,,V,V,,,,,,,,,,,,,,,
2506,כֹּוס־יְשׁוּעֹ֥ות,Psalms 116:13,,,,,,,,,,V,,,,,,,,,,,,,,,
2507,וּבְשֵׁ֖ם יְהוָ֣ה,Psalms 116:13,,,יהוה,,,,,V,V,V,,,,,,,,,,,,,,,
2508,בֶּן־אֲמָתֶ֑ךָ,Psalms 116:16,,,,,,,V,,,V,,,,,,,,,,,,,,,
2509,זֶ֣בַח תֹּודָ֑ה,Psalms 116:17,,,,,,,,,,V,,,,,,,,,,,,,,,
2510, וּבְשֵׁ֖ם יְהוָ֣ה,Psalms 116:17,,,יהוה,,,,,V,V,V,,,,,,,,,,,,,,,
2511,בְּחַצְרֹ֤ות ׀ בֵּ֤ית יְהוָ֗ה,Psalms 116:19,,,יהוה,,,,,,V,V,,,2,,,,,,,,,,,,
2512,וֶֽאֱמֶת־יְהוָ֥ה,Psalms 117:2,,,יהוה,,,,,V, ,V,,,,,,,,,,,,,,,
2513,בֵֽית־אַהֲרֹ֑ן,Psalms 118:3,,,,,,,,,,V,,,,,,,,,,,,,,,
2514, יִרְאֵ֣י יְהוָ֑ה,Psalms 118:4,,,יהוה,,,,,,,V,,,,,,,,,,,V,, ,,
2515,בְּשֵׁ֥ם יְ֝הוָ֗ה,Psalms 118:10,,,יהוה,,,,,,V,V,,,,,,,,,,,,,,,
2516,בְּשֵׁ֥ם יְ֝הוָ֗ה,Psalms 118:11,,,,,,,,,V,V,,,,,,,,,,,,,,,
2517,כְּאֵ֣שׁ קֹוצִ֑ים,Psalms 118:12,,,,,,,,,V,V,,,,,,,,,,,,,,,
2518,בְּשֵׁ֥ם יְ֝הוָ֗ה,Psalms 118:12,,,,,,,,,V,V,,,,,,,,,,,,,,,
2519,קֹ֤ול ׀ רִנָּ֬ה וִֽישׁוּעָ֗ה,Psalms 118:15,,,,,,,,,,V,,2, ,,,,,,,,,,,,
2520,בְּאָהֳלֵ֥י צַדִּיקִ֑ים,Psalms 118:15,,,,,,,,,V,V,,, ,,,,,,,,,,,,
2521, יְמִ֥ין יְ֝הוָה,Psalms 118:15,,,יהוה,,,,,,,V,,,,,,,,,,,,,,,
2522,יְמִ֣ין יְ֭הוָה,Psalms 118:16,,,יהוה,,,,,,,V,,,,,,,,,,,,,,,
2523,יְמִ֥ין יְ֝הוָה,Psalms 118:16,,,יהוה,,,,,,,V,,,,,,,,,,,,,,,
2524,שַׁעֲרֵי־צֶ֑דֶק,Psalms 118:19,,,,,,,,,,V,,,,,,,,,,,,,,,
2525,לְרֹ֣אשׁ פִּנָּֽה,Psalms 118:22,,,,,,,,,V,V,,,,,,,,,,,,,,,
2526,בְּשֵׁ֣ם יְהוָ֑ה,Psalms 118:26,,,יהוה,,,,,,V,V,,,,,,,,,,,,,,,
2527,מִבֵּ֥ית יְהוָֽה,Psalms 118:26,,,יהוה,,,,,,V,V,,,,,,,,,,,,,,,
2528,אֵ֤ל ׀ יְהוָה֮ ,Psalms 118:27,,,אל יהוה,,,,,,,V,,,,,,,,,,,,,,,
2529,קַ֝רְנֹ֗ות הַמִּזְבֵּֽחַ,Psalms 118:27,,,,,,,,,,V,,,,,,,,,,,,,,,
2530,תְמִֽימֵי־דָ֑רֶךְ,Psalms 119:1,,,,,,,,,,V,,,,,,,,,,,,,,,
2531,בְּתֹורַ֥ת יְהוָֽה,Psalms 119:1,,,יהוה,,,,,,V,V,,,,,,,,,,,,,,,
2532, נֹצְרֵ֥י עֵדֹתָ֗יו,Psalms 119:2,,,,,,,V,, ,V,,,,,,,,,,,,,,,
2533,בְּיֹ֣שֶׁר לֵבָ֑ב ,Psalms 119:7,,,,,,,,,V,V,,,,,,,,,,,,,,,
2534,מִשְׁפְּטֵ֥י צִדְקֶֽךָ,Psalms 119:7,,,,,,,,,V,V,,,,,,,,,,,,,,,
2535,כֹּ֗֝ל מִשְׁפְּטֵי־פִֽיךָ,Psalms 119:13,,,,,,V,,,V,V,,,,,,,,,,,,,,,
2536,בְּדֶ֖רֶךְ עֵדְוֹתֶ֥יךָ,Psalms 119:14,,,,,,V,,,V,V,,,,,,,,,,,,,,,
2537,אַנְשֵׁ֥י עֲצָתִֽי,Psalms 119:24,,,,,,V,,, ,V,,,,,,,,,,,,,,,
2538,דֶּֽרֶךְ־פִּקּוּדֶ֥יךָ,Psalms 119:27,,,,,,V,,, ,V,,,,,,,,,,,,,,,
2539,דֶּֽרֶךְ־שֶׁ֭קֶר,Psalms 119:29,,,,,,,,,,V,,,,,,,,,,,,,,,
2540,דֶּֽרֶךְ־אֱמוּנָ֥ה,Psalms 119:30,,,,,,,,,,V,,,,,,,,,,,,,,,
2541,דֶּֽרֶךְ־מִצְוֹתֶ֥יךָ,Psalms 119:32,,,,,,V,,, ,V,,,,,,,,,,,,,,,
2542, דֶּ֥רֶךְ חֻקֶּ֗יךָ,Psalms 119:33,,,,,,V,,, ,V,,,,,,,,,,,,,,,
2543,בִּנְתִ֣יב מִצְוֹתֶ֑יךָ,Psalms 119:35,,,,,,V,,,V,V,,,,,,,,,,,,,,,
2544,דְבַר־אֱמֶ֣ת,Psalms 119:43,,,,,,,,,V,V,,,,,,,,,,,,,,,
2545,עֹ֝זְבֵ֗י תֹּורָתֶֽךָ,Psalms 119:53,,,,,,V,,, ,V,,,,,,,,,,,V,, ,,
2546,בְּבֵ֣ית מְגוּרָֽי,Psalms 119:54,,,,,,V,,,V,V,,,,,,,,,,,,,,,
2547,חֶבְלֵ֣י רְשָׁעִ֣ים,Psalms 119:61,,,,,,,,,,V,,,,,,,,,,,,,,,
2548,חֲצֹֽות־לַ֗יְלָה,Psalms 119:62,,,,,,,,,,V,,,,,,,,,,,,,,,
2549,מִשְׁפְּטֵ֥י צִדְקֶֽךָ,Psalms 119:62,,,,,,V,,, ,V,,,,,,,,,,,,,,,
2550,וּ֝לְשֹׁמְרֵ֗י פִּקּוּדֶֽיךָ,Psalms 119:63,,,,,,V,,V,V,V,,,,,,,,,,,V,, ,,
2551,ט֤וּב טַ֣עַם וָדַ֣עַת,Psalms 119:66,,,,,,,,,,V,,2, ,,,,,,,,,,,,
2552,תֹֽורַת־פִּ֑יךָ ,Psalms 119:72,,,,,,,V,,,V,,,,,,,,,,,,,,,
2553,עֵד֥וּת פִּֽיךָ,Psalms 119:88,,,,,,,V,,,V,,,,,,,,,,,,,,,
2554,כָּל־אֹ֬רַח שָֽׁקֶר,Psalms 119:104,,,,,,V,,,,V,,,,,,,,,,,,,,,
2555,מִשְׁפְּטֵ֥י צִדְקֶֽךָ,Psalms 119:106,,,,,,,V,,,V,,,,,,,,,,,,,,,
2556,נִדְבֹ֣ות פִּ֭י,Psalms 119:108,,,,,,,V,,,V,,,,,,,,,,,,,,,
2557,שְׂשֹׂ֖ון לִבִּ֣י,Psalms 119:111,,,,,,,V,,,V,,,,,,,,,,,,,,,
2558,מִצְוֹ֥ת אֱלֹהָֽי,Psalms 119:115,,,אֱלֹהָֽי,,, ,V,,,V,,,,,,,,,,,,,,,
2559,כָל־רִשְׁעֵי־אָ֑רֶץ,Psalms 119:119,,,,,,V,,,,V,,,,,,,,,,,,,,,
2560,וּלְאִמְרַ֥ת צִדְקֶֽךָ,Psalms 119:123,,,,,,,V,V,V,V,,,,,,,,,,,,,,,
2561,כָּל־פִּקּ֣וּדֵי כֹ֣ל,Psalms 119:128,,,,,,V,,,,V,,, ,,,,,,,,,,,,
2562,כָּל־אֹ֖רַח שֶׁ֣קֶר,Psalms 119:128,,,,,,V,,,,V,,,,,,,,,,,,,,,
2563,פֵּ֖תַח דְּבָרֶ֥יךָ,Psalms 119:130,,,,,,,V,,,V,,,,,,,,,,,,,,,
2564,לְאֹהֲבֵ֥י שְׁמֶֽךָ,Psalms 119:132,,,,,,,V,,V,V,,, ,,,,,,,,V,, ,,
2565,מֵעֹ֣שֶׁק אָדָ֑ם,Psalms 119:134,,,,,,,,,V,V,,,,,,,,,,,,,,,
2566,פַּלְגֵי־מַ֭יִם,Psalms 119:136,,,,,,,,,,V,,,,,,,,,,,,,,,
2567,צֶ֣דֶק עֵדֹתֶ֑יךָ,Psalms 119:138,,,,,,,V,,,V,,,,,,,,,,,,,,,
2568,צֶ֖דֶק עֵדְוֹתֶ֥יךָ,Psalms 119:144,,,,,,,V,,,V,,,,,,,,,,,,,,,
2569,רֹדְפֵ֣י זִמָּ֑ה,Psalms 119:150,,,,,,,,,,V,,,,,,,,,,,V,, ,,
2570,רֹאשׁ־דְּבָרְךָ֥,Psalms 119:160,,,,,,,V,,,V,,,,,,,,,,,,,,,
2571,כָּל־מִשְׁפַּ֥ט צִדְקֶֽךָ,Psalms 119:160,,,,,,V,V,,,V,,,,,,,,,,,,,,,
2572,מִשְׁפְּטֵ֥י צִדְקֶֽךָ,Psalms 119:164,,,,,,,V,,,V,,,,,,,,,,,,,,,
2573,לְאֹהֲבֵ֣י תֹורָתֶ֑ךָ,Psalms 119:165,,,,,,,V,,V,V,,,,,,,,,,,V,, ,,
2574,מִשְּׂפַת־שֶׁ֑קֶר,Psalms 120:2,,,,,,,,,V,V,,,,,,,,,,,,,,,
2575,אָהֳלֵ֥י קֵדָֽר,Psalms 120:5,,,,,,,,,,V,,,,,,,,,,,,,,,
2576,שֹׂונֵ֥א שָׁלֹֽום,Psalms 120:6,,,,,,,,,,V,,,,,,,,,,,V,, ,,
2577,עֹ֝שֵׂ֗ה שָׁמַ֥יִם וָאָֽרֶץ,Psalms 121:2,,,,,,,,,,V,,2, ,,,,,,,,,,V,,
2578,שֹׁ֝ומֵ֗ר יִשְׂרָאֵֽל,Psalms 121:4,,,,,,,,,,V,,,,,,,,,,,,,V,,
2579,יַ֥ד יְמִינֶֽךָ,Psalms 121:5,,,,,,,V,,,V,,,,,,,,,,,,,,,
2580,שִׁ֥יר הַֽמַּעֲלֹ֗ות,Psalms 122:1,,,,,,,,,,V,,,,,,,,,,,,,,,
2581,בֵּ֖ית יְהוָ֣ה,Psalms 122:1,,,יהוה,,,,,,,V,,,,,,,,,,,,,,,
2582,שִׁבְטֵי־יָ֭הּ,Psalms 122:4,,,יה ,,,,,,,V,,,,,,,,,,,,,,,
2583,לְשֵׁ֣ם יְהוָֽה,Psalms 122:4,,,יהוה,,,,,,V,V,,,,,,,,,,,,,,,
2584,בֵּית־יְהוָ֣ה,Psalms 122:9,,,יהוה,,,,,,,V,,,,,,,,,,,,,,,
2585,שִׁ֗יר הַֽמַּ֫עֲלֹ֥ות,Psalms 123:1,,,,,,,,,,V,,,,,,,,,,,,,,,
2586,כְעֵינֵ֪י עֲבָדִ֡ים,Psalms 123:2,,,,,,,,,V,V,,,,,,,,,,,,,,,
2587,יַ֤ד אֲ‍ֽדֹונֵיהֶ֗ם,Psalms 123:2,,,,,,,V,,,V,,,,,,,,,,,,,,,
2588, כְּעֵינֵ֣י שִׁפְחָה֮ ,Psalms 123:2,,,,,,,,,V,V,,,,,,,,,,,,,,,
2589,יַ֪ד גְּבִ֫רְתָּ֥הּ,Psalms 123:2,,,,,,,V,,,V,,,,,,,,,,,,,,,
2590,הַלַּ֥עַג הַשַּׁאֲנַנִּ֑ים,Psalms 123:4,?,,,,,,,,,V,,,,,,,,,,,,,,,
2591,שִׁ֥יר הַֽמַּעֲלֹ֗ות,Psalms 124:1,,,,,,,,,,,V,,,,,,,,,,,,,,
2592,מִפַּ֪ח יֹ֫וקְשִׁ֥ים,Psalms 124:7,,,,,,,,,V,V,,,,,,,,,,,V,, ,,
2593,בְּשֵׁ֣ם יְהוָ֑ה,Psalms 124:8,,,יהוה,,,,,,V,V,,,,,,,,,,,,,,,
2594,שִׁ֗יר הַֽמַּ֫עֲלֹ֥ות,Psalms 125:1,,,,,,,,,,V,,,,,,,,,,,,,,,
2595,כְּֽהַר־צִיֹּ֥ון ,Psalms 125:1,,,,,,,,,V,V,,,,,,,,,,,,,,,
2596,שֵׁ֤בֶט הָרֶ֗שַׁע,Psalms 125:3,,,,,,,,,,V,,,,,,,,,,,,,,,
2597,גֹּורַ֪ל הַֽצַּדִּ֫יקִ֥ים,Psalms 125:3,,,,,,,,,,V,,,,,,,,,,,,,,,
2598,פֹּעֲלֵ֣י הָאָ֑וֶן,Psalms 125:5,,,,,,,,,,V,,,,,,,,,,,V,, ,,
2599,שִׁ֗יר הַֽמַּ֫עֲלֹ֥ות,Psalms 126:1,,,,,,,,,,V,,,,,,,,,,,,,,,
2600,שִׁיבַ֣ת צִיֹּ֑ון,Psalms 126:1,,,,,,,,,,V,,,,,,,,,,,,,,,
2601,מֶֽשֶׁךְ־הַ֫זָּ֥רַע,Psalms 126:6,,,,,,,,,,V,,,,,,,,,,,,,,,
2602,שִׁ֥יר הַֽמַּֽעֲלֹ֗ות,Psalms 127:1,,,,,,,,,,V,,,,,,,,,,,,,,,
2603,מַשְׁכִּ֪ימֵי ק֡וּם ,Psalms 127:2,,,,,,,,,,V,,,,,,,,,,,V,, ,,
2604,מְאַֽחֲרֵי־שֶׁ֗בֶת,Psalms 127:2,,,,,,,,,,V,,,,,,,,,,,V,, ,,
2605,אֹ֭כְלֵי לֶ֣חֶם ,Psalms 127:2,,,,,,,,,,V,,,,,,,,,,,V,, ,,
2606,נַחֲלַ֣ת יְהוָ֣ה,Psalms 127:3,,,יהוה,,,,,,,V,,,,,,,,,,,,,,,
2607,פְּרִ֣י הַבָּֽטֶן,Psalms 127:3,,,,,,,,,,V,,,,,,,,,,,,,,,
2608,בְּיַד־גִּבֹּ֑ור,Psalms 127:4,,,,,,,,,V,V,,,,,,,,,,,,,,,
2609,בְּנֵ֣י הַנְּעוּרִֽים,Psalms 127:4,,,,,,,,,,V,,,,,,,,,,,,,,,
2610,שִׁ֗יר הַֽמַּ֫עֲלֹ֥ות,Psalms 128:1,,,,,,,,,,,V,,,,,,,,,,,,,,
2611,כָּל־יְרֵ֣א יְהוָ֑ה,Psalms 128:1,,,יהוה,,,V,,,,V,,,,,,,,,,,,,V,,
2612,בְּיַרְכְּתֵ֪י בֵ֫יתֶ֥ךָ,Psalms 128:3,,,,,,,V,,V,V,,,,,,,,,,,,,,,
2613,כִּשְׁתִלֵ֣י זֵיתִ֑ים,Psalms 128:3,,,,,,,,,V,V,,,,,,,,,,,,,,,
2614,יְרֵ֣א יְהוָֽה,Psalms 128:4,,,יהוה,,,,,,,V,,,,,,,,,,,,,V,,
2615,בְּט֣וּב יְרוּשָׁלִָ֑ם,Psalms 128:5,,,,,,,,,V,V,,,,,,,,,,,,,,,
2616,כֹּ֗֝ל יְמֵ֣י חַיֶּֽיךָ,Psalms 128:5,,,,,,V,V,,,V,,,,,,,,,,,,,,,
2617,שיר המעלות,Psalms 129:1,,,,,,,,,,,V,,,,,,,,,,,,,,
2618,עֲבֹ֣ות רְשָׁעִֽים,Psalms 129:4,,,,,,,,,,V,,,,,,,,,,,,,,,
2619,כֹּ֗֝ל שֹׂנְאֵ֥י צִיֹּֽון,Psalms 129:5,,,,,,V,,,,V,,,,,,,,,,,V,, ,,
2620,כַּחֲצִ֣יר גַּגֹּ֑ות,Psalms 129:6,,,,,,,,,V,V,,,,,,,,,,,,,,,
2621, שֶׁקַּדְמַ֖ת שָׁלַ֣ף,Psalms 129:6,?,,,,,,,,,V,,,,,,,,,,,,,,,
